otu	phylum
OTU1054	Chloroflexi
OTU1055	Proteobacteria
OTU1056	Chloroflexi
OTU1057	Chloroflexi
OTU1058	Proteobacteria
OTU1059	Actinobacteria
OTU1060	Acidobacteria
OTU1061	Actinobacteria
OTU1062	Proteobacteria
OTU1063	Firmicutes
OTU1064	Acidobacteria
OTU1065	Chloroflexi
OTU1066	Actinobacteria
OTU1067	Proteobacteria
OTU1068	Proteobacteria
OTU1069	Acidobacteria
OTU1070	Planctomycetes
OTU1071	Proteobacteria
OTU1072	Acidobacteria
OTU1073	Chloroflexi
OTU1074	Chloroflexi
OTU1075	Chloroflexi
OTU1076	Proteobacteria
OTU1077	Acidobacteria
OTU1078	Bacteroidetes
OTU1079	Actinobacteria
OTU1080	Acidobacteria
OTU1081	Chloroflexi
OTU1082	Gemmatimonadetes
OTU1083	Proteobacteria
OTU1084	Actinobacteria
OTU1085	Chloroflexi
OTU1086	Planctomycetes
OTU1087	Bacteroidetes
OTU1088	Proteobacteria
OTU1089	Actinobacteria
OTU1090	Chloroflexi
OTU1091	Proteobacteria
OTU1092	Actinobacteria
OTU1093	Gemmatimonadetes
OTU1094	Actinobacteria
OTU1095	Actinobacteria
OTU1096	Proteobacteria
OTU1097	Proteobacteria
OTU1098	Actinobacteria
OTU1099	Gemmatimonadetes
OTU1100	Proteobacteria
OTU1101	Proteobacteria
OTU1102	Acidobacteria
OTU1103	Proteobacteria
OTU1104	Proteobacteria
OTU1105	Actinobacteria
OTU1106	Acidobacteria
OTU1107	Proteobacteria
OTU1108	Verrucomicrobia
OTU1109	Bacteroidetes
OTU1110	Proteobacteria
OTU1111	Actinobacteria
OTU1112	Proteobacteria
OTU1113	Acidobacteria
OTU1114	Proteobacteria
OTU1115	Actinobacteria
OTU1116	Actinobacteria
OTU1117	Proteobacteria
OTU1118	Actinobacteria
OTU1119	Acidobacteria
OTU1120	Actinobacteria
OTU1121	Verrucomicrobia
OTU1122	Proteobacteria
OTU1123	Actinobacteria
OTU1124	Proteobacteria
OTU1125	Actinobacteria
OTU1126	Chloroflexi
OTU1127	Acidobacteria
OTU1128	Actinobacteria
OTU1129	Actinobacteria
OTU1130	Acidobacteria
OTU1131	Chloroflexi
OTU1132	Chloroflexi
OTU1133	Armatimonadetes
OTU1134	Actinobacteria
OTU1135	Chloroflexi
OTU1136	Actinobacteria
OTU1137	Gemmatimonadetes
OTU1138	Proteobacteria
OTU1139	Proteobacteria
OTU1140	Firmicutes
OTU1141	Chloroflexi
OTU1142	Proteobacteria
OTU1143	Proteobacteria
OTU1144	Verrucomicrobia
OTU1145	Proteobacteria
OTU1146	Actinobacteria
OTU1147	Proteobacteria
OTU1148	Chloroflexi
OTU1149	Bacteroidetes
OTU1150	
OTU1151	Proteobacteria
OTU1152	Acidobacteria
OTU1153	Proteobacteria
OTU1154	Actinobacteria
OTU1155	Chloroflexi
OTU1156	Actinobacteria
OTU1157	Planctomycetes
OTU1158	Actinobacteria
OTU1159	Proteobacteria
OTU1160	Proteobacteria
OTU1161	Proteobacteria
OTU1162	Chloroflexi
OTU1163	Actinobacteria
OTU1164	Chloroflexi
OTU1165	Acidobacteria
OTU1166	Bacteroidetes
OTU1167	Gemmatimonadetes
OTU1168	Proteobacteria
OTU1169	Armatimonadetes
OTU1170	Proteobacteria
OTU1171	Gemmatimonadetes
OTU1172	Verrucomicrobia
OTU1173	Planctomycetes
OTU1174	Firmicutes
OTU1175	Proteobacteria
OTU1176	Proteobacteria
OTU1177	Chloroflexi
OTU1178	Chloroflexi
OTU1179	Chloroflexi
OTU1180	Actinobacteria
OTU1181	Chloroflexi
OTU1182	Actinobacteria
OTU1183	Proteobacteria
OTU1184	Actinobacteria
OTU1185	Chloroflexi
OTU1186	Planctomycetes
OTU1187	Actinobacteria
OTU1188	Planctomycetes
OTU1189	Acidobacteria
OTU1190	Acidobacteria
OTU1191	Gemmatimonadetes
OTU1192	
OTU1193	Proteobacteria
OTU1194	Proteobacteria
OTU1195	Nitrospirae
OTU1196	Proteobacteria
OTU1197	Proteobacteria
OTU1198	Proteobacteria
OTU1199	Actinobacteria
OTU1200	Chloroflexi
OTU1201	Gemmatimonadetes
OTU1202	Actinobacteria
OTU1203	Nitrospirae
OTU1204	Proteobacteria
OTU1205	Actinobacteria
OTU1206	Proteobacteria
OTU1207	Gemmatimonadetes
OTU1208	Firmicutes
OTU1209	Proteobacteria
OTU1210	Proteobacteria
OTU1211	Planctomycetes
OTU1212	Chloroflexi
OTU1213	Planctomycetes
OTU1214	Actinobacteria
OTU1215	Actinobacteria
OTU1216	Chloroflexi
OTU1217	Proteobacteria
OTU1218	Proteobacteria
OTU1219	Proteobacteria
OTU1220	Bacteroidetes
OTU1221	Chloroflexi
OTU1222	Actinobacteria
OTU1223	Gemmatimonadetes
OTU1224	Bacteroidetes
OTU1225	Chloroflexi
OTU1226	Actinobacteria
OTU1227	Chloroflexi
OTU1228	Proteobacteria
OTU1229	Cyanobacteria
OTU1230	Proteobacteria
OTU1231	Proteobacteria
OTU1232	Proteobacteria
OTU1233	Acidobacteria
OTU1234	Proteobacteria
OTU1235	Proteobacteria
OTU1236	Chloroflexi
OTU1237	Proteobacteria
OTU1238	Proteobacteria
OTU1239	Chloroflexi
OTU1240	Bacteroidetes
OTU1241	Actinobacteria
OTU1242	Actinobacteria
OTU1243	Proteobacteria
OTU1244	Gemmatimonadetes
OTU1245	Thaumarchaeota
OTU1246	Firmicutes
OTU1247	Proteobacteria
OTU1248	Actinobacteria
OTU1249	Bacteroidetes
OTU1250	Bacteroidetes
OTU1251	Proteobacteria
OTU1252	Proteobacteria
OTU1253	Proteobacteria
OTU1254	Actinobacteria
OTU1255	Actinobacteria
OTU1256	Planctomycetes
OTU1257	Bacteroidetes
OTU1258	Gemmatimonadetes
OTU1259	Chloroflexi
OTU1260	Proteobacteria
OTU1261	Planctomycetes
OTU1262	Proteobacteria
OTU1263	Gemmatimonadetes
OTU1264	Actinobacteria
OTU1265	Proteobacteria
OTU1266	Actinobacteria
OTU1267	Proteobacteria
OTU1268	Proteobacteria
OTU1269	Actinobacteria
OTU1270	Verrucomicrobia
OTU1271	Proteobacteria
OTU1272	Chloroflexi
OTU1273	Chloroflexi
OTU1274	Proteobacteria
OTU1275	Proteobacteria
OTU1276	Acidobacteria
OTU1277	Chloroflexi
OTU1278	Acidobacteria
OTU1279	Proteobacteria
OTU1280	Cyanobacteria
OTU1281	Gemmatimonadetes
OTU1282	Chloroflexi
OTU1283	Chloroflexi
OTU1284	Planctomycetes
OTU1285	Acidobacteria
OTU1286	Proteobacteria
OTU1287	Actinobacteria
OTU1288	Chloroflexi
OTU1289	Proteobacteria
OTU1290	Acidobacteria
OTU1291	Parcubacteria
OTU1292	Saccharibacteria
OTU1293	Actinobacteria
OTU1294	Proteobacteria
OTU1295	Gemmatimonadetes
OTU1296	Chloroflexi
OTU1297	Actinobacteria
OTU1298	Acidobacteria
OTU1299	Actinobacteria
OTU1300	Proteobacteria
OTU1301	Firmicutes
OTU1302	Proteobacteria
OTU1303	Proteobacteria
OTU1304	Firmicutes
OTU1305	Proteobacteria
OTU1306	Firmicutes
OTU1307	Chloroflexi
OTU1308	Chloroflexi
OTU1309	Actinobacteria
OTU1310	Acidobacteria
OTU1311	Actinobacteria
OTU1312	Actinobacteria
OTU1313	Gemmatimonadetes
OTU1314	Actinobacteria
OTU1315	Gemmatimonadetes
OTU1316	Chloroflexi
OTU1317	Proteobacteria
OTU1318	Acidobacteria
OTU1319	Acidobacteria
OTU1320	Proteobacteria
OTU1321	Proteobacteria
OTU1322	Bacteroidetes
OTU1323	Saccharibacteria
OTU1324	Gemmatimonadetes
OTU1325	Acidobacteria
OTU1326	Proteobacteria
OTU1327	Actinobacteria
OTU1328	Saccharibacteria
OTU1329	Chloroflexi
OTU1330	Bacteroidetes
OTU1331	Acidobacteria
OTU1332	Bacteroidetes
OTU1333	Chloroflexi
OTU1334	Chloroflexi
OTU1335	Acidobacteria
OTU1336	Planctomycetes
OTU1337	Acidobacteria
OTU1338	Proteobacteria
OTU1339	Acidobacteria
OTU1340	Proteobacteria
OTU1341	Actinobacteria
OTU1342	Proteobacteria
OTU1343	Acidobacteria
OTU1344	Chloroflexi
OTU1345	Bacteroidetes
OTU1346	Proteobacteria
OTU1347	Gemmatimonadetes
OTU1348	Actinobacteria
OTU1349	Proteobacteria
OTU1350	Proteobacteria
OTU1351	Gemmatimonadetes
OTU1352	Proteobacteria
OTU1353	Actinobacteria
OTU1354	Acidobacteria
OTU1355	Proteobacteria
OTU1356	Chloroflexi
OTU1357	Acidobacteria
OTU1358	Actinobacteria
OTU1359	Chloroflexi
OTU1360	Proteobacteria
OTU1361	Chloroflexi
OTU1362	Proteobacteria
OTU1363	Chloroflexi
OTU1364	Proteobacteria
OTU1365	Acidobacteria
OTU1366	Planctomycetes
OTU1367	Proteobacteria
OTU1368	Gemmatimonadetes
OTU1369	Nitrospirae
OTU1370	Planctomycetes
OTU1371	Proteobacteria
OTU1372	Proteobacteria
OTU1373	Proteobacteria
OTU1374	Gemmatimonadetes
OTU1375	Acidobacteria
OTU1376	Chloroflexi
OTU1377	Verrucomicrobia
OTU1378	Actinobacteria
OTU1379	Chloroflexi
OTU1380	Planctomycetes
OTU1381	Chloroflexi
OTU1382	Proteobacteria
OTU1383	Acidobacteria
OTU1384	Actinobacteria
OTU1385	Chloroflexi
OTU1386	Actinobacteria
OTU1387	Chloroflexi
OTU1388	Chloroflexi
OTU1389	Chloroflexi
OTU1390	Latescibacteria
OTU1391	Chloroflexi
OTU1392	Actinobacteria
OTU1393	Bacteroidetes
OTU1394	Planctomycetes
OTU1395	Chloroflexi
OTU1396	Chloroflexi
OTU1397	Proteobacteria
OTU1398	Chloroflexi
OTU1399	Saccharibacteria
OTU1400	Actinobacteria
OTU1401	Firmicutes
OTU1402	Bacteroidetes
OTU1403	Chloroflexi
OTU1404	Nitrospirae
OTU1405	Firmicutes
OTU1406	Chloroflexi
OTU1407	Proteobacteria
OTU1408	Proteobacteria
OTU1409	Proteobacteria
OTU1410	Chloroflexi
OTU1411	Proteobacteria
OTU1412	Proteobacteria
OTU1413	Proteobacteria
OTU1414	Actinobacteria
OTU1415	Chloroflexi
OTU1416	Proteobacteria
OTU1417	Chloroflexi
OTU1418	Proteobacteria
OTU1419	Bacteroidetes
OTU1420	Chloroflexi
OTU1421	Actinobacteria
OTU1422	Chloroflexi
OTU1423	Proteobacteria
OTU1424	Chloroflexi
OTU1425	Actinobacteria
OTU1426	Saccharibacteria
OTU1427	Saccharibacteria
OTU1428	Proteobacteria
OTU1429	Proteobacteria
OTU1430	Gemmatimonadetes
OTU1431	Acidobacteria
OTU1432	Chloroflexi
OTU1433	Bacteroidetes
OTU1434	Chloroflexi
OTU1435	Proteobacteria
OTU1436	Proteobacteria
OTU1437	Proteobacteria
OTU1438	Chloroflexi
OTU1439	Verrucomicrobia
OTU1440	Gemmatimonadetes
OTU1441	Proteobacteria
OTU1442	Chloroflexi
OTU1443	Firmicutes
OTU1444	Chloroflexi
OTU1445	Proteobacteria
OTU1446	Gemmatimonadetes
OTU1447	Actinobacteria
OTU1448	Proteobacteria
OTU1449	Proteobacteria
OTU1450	Proteobacteria
OTU1451	Proteobacteria
OTU1452	Proteobacteria
OTU1453	Proteobacteria
OTU1454	Gemmatimonadetes
OTU1455	Cyanobacteria
OTU1456	Proteobacteria
OTU1457	Actinobacteria
OTU1458	Bacteroidetes
OTU1459	Proteobacteria
OTU1460	Chloroflexi
OTU1461	Proteobacteria
OTU1462	Bacteroidetes
OTU1463	Saccharibacteria
OTU1464	Verrucomicrobia
OTU1465	Firmicutes
OTU1466	Saccharibacteria
OTU1467	Proteobacteria
OTU1468	Gemmatimonadetes
OTU1469	Bacteroidetes
OTU1470	Proteobacteria
OTU1471	Actinobacteria
OTU1472	Acidobacteria
OTU1473	Gemmatimonadetes
OTU1474	Chloroflexi
OTU1475	Proteobacteria
OTU1476	Bacteroidetes
OTU1477	Acidobacteria
OTU1478	Bacteroidetes
OTU1479	Proteobacteria
OTU1480	Actinobacteria
OTU1481	Proteobacteria
OTU1482	Acidobacteria
OTU1483	Proteobacteria
OTU1484	Chloroflexi
OTU1485	Chloroflexi
OTU1486	Bacteroidetes
OTU1487	Chloroflexi
OTU1488	Actinobacteria
OTU1489	Verrucomicrobia
OTU1490	Verrucomicrobia
OTU1491	Planctomycetes
OTU1492	Proteobacteria
OTU1493	Chloroflexi
OTU1494	Proteobacteria
OTU1495	Gemmatimonadetes
OTU1496	Acidobacteria
OTU1497	Gemmatimonadetes
OTU1498	Gemmatimonadetes
OTU1499	Bacteroidetes
OTU1500	Bacteroidetes
OTU1501	Firmicutes
OTU1502	Chloroflexi
OTU1503	Actinobacteria
OTU1504	Chloroflexi
OTU1505	Chloroflexi
OTU1506	Proteobacteria
OTU1507	Chloroflexi
OTU1508	Proteobacteria
OTU1509	
OTU1510	Actinobacteria
OTU1511	Proteobacteria
OTU1512	Chloroflexi
OTU1513	Armatimonadetes
OTU1514	Proteobacteria
OTU1515	Acidobacteria
OTU1516	Chloroflexi
OTU1517	Proteobacteria
OTU1518	Planctomycetes
OTU1519	Actinobacteria
OTU1520	Proteobacteria
OTU1521	Planctomycetes
OTU1522	Planctomycetes
OTU1523	Actinobacteria
OTU1524	Planctomycetes
OTU1525	Gemmatimonadetes
OTU1526	Planctomycetes
OTU1527	Acidobacteria
OTU1528	Chloroflexi
OTU1529	Proteobacteria
OTU1530	Proteobacteria
OTU1531	Armatimonadetes
OTU1532	Chloroflexi
OTU1533	Proteobacteria
OTU1534	Proteobacteria
OTU1535	Acidobacteria
OTU1536	Firmicutes
OTU1537	Chloroflexi
OTU1538	Chloroflexi
OTU1539	Bacteroidetes
OTU1540	Verrucomicrobia
OTU1541	Saccharibacteria
OTU1542	Actinobacteria
OTU1543	Proteobacteria
OTU1544	Proteobacteria
OTU1545	Chloroflexi
OTU1546	Verrucomicrobia
OTU1547	Actinobacteria
OTU1548	Saccharibacteria
OTU1549	Acidobacteria
OTU1550	Proteobacteria
OTU1551	Gemmatimonadetes
OTU1552	Actinobacteria
OTU1553	Chloroflexi
OTU1554	Actinobacteria
OTU1555	Proteobacteria
OTU1556	Proteobacteria
OTU1557	Chloroflexi
OTU1558	Saccharibacteria
OTU1559	Acidobacteria
OTU1560	Acidobacteria
OTU1561	Chloroflexi
OTU1562	Planctomycetes
OTU1563	Bacteroidetes
OTU1564	Proteobacteria
OTU1565	Chloroflexi
OTU1566	
OTU1567	Actinobacteria
OTU1568	Planctomycetes
OTU1569	Chloroflexi
OTU1570	Bacteroidetes
OTU1571	Chloroflexi
OTU1572	Firmicutes
OTU1573	Bacteroidetes
OTU1574	Chloroflexi
OTU1575	Chloroflexi
OTU1576	Proteobacteria
OTU1577	Chloroflexi
OTU1578	Chloroflexi
OTU1579	Actinobacteria
OTU1580	Gemmatimonadetes
OTU1581	Proteobacteria
OTU1582	Armatimonadetes
OTU1583	Chloroflexi
OTU1584	Planctomycetes
OTU1585	Actinobacteria
OTU1586	Proteobacteria
OTU1587	Chloroflexi
OTU1588	Bacteroidetes
OTU1589	Proteobacteria
OTU1590	Acidobacteria
OTU1591	Chloroflexi
OTU1592	Acidobacteria
OTU1593	Proteobacteria
OTU1594	Gemmatimonadetes
OTU1595	Chloroflexi
OTU1596	Planctomycetes
OTU1597	Proteobacteria
OTU1598	Gemmatimonadetes
OTU1599	Proteobacteria
OTU1600	Saccharibacteria
OTU1601	Chloroflexi
OTU1602	Acidobacteria
OTU1603	Verrucomicrobia
OTU1604	Bacteroidetes
OTU1605	Chloroflexi
OTU1606	Actinobacteria
OTU1607	Proteobacteria
OTU1608	Verrucomicrobia
OTU1609	Actinobacteria
OTU1610	Actinobacteria
OTU1611	Planctomycetes
OTU1612	Acidobacteria
OTU1613	Actinobacteria
OTU1614	Acidobacteria
OTU1615	Bacteroidetes
OTU1616	Actinobacteria
OTU1617	Actinobacteria
OTU1618	Chloroflexi
OTU1619	Planctomycetes
OTU1620	Actinobacteria
OTU1621	Chloroflexi
OTU1622	Chloroflexi
OTU1623	Acidobacteria
OTU1624	Gemmatimonadetes
OTU1625	Chloroflexi
OTU1626	Armatimonadetes
OTU1627	Proteobacteria
OTU1628	Proteobacteria
OTU1629	Firmicutes
OTU1630	Verrucomicrobia
OTU1631	Proteobacteria
OTU1632	Chloroflexi
OTU1633	Acidobacteria
OTU1634	Gemmatimonadetes
OTU1635	Acidobacteria
OTU1636	Chloroflexi
OTU1637	Proteobacteria
OTU1638	Saccharibacteria
OTU1639	Chloroflexi
OTU1640	Actinobacteria
OTU1641	Chloroflexi
OTU1642	Proteobacteria
OTU1643	Proteobacteria
OTU1644	Verrucomicrobia
OTU1645	Proteobacteria
OTU1646	Planctomycetes
OTU1647	Saccharibacteria
OTU1648	Planctomycetes
OTU1649	Bacteroidetes
OTU1650	Chloroflexi
OTU1651	Saccharibacteria
OTU1652	Chloroflexi
OTU1653	Chloroflexi
OTU1654	Actinobacteria
OTU1655	Proteobacteria
OTU1656	Proteobacteria
OTU1657	Verrucomicrobia
OTU1658	Saccharibacteria
OTU1659	Chloroflexi
OTU1660	Chloroflexi
OTU1661	Actinobacteria
OTU1662	Proteobacteria
OTU1663	Saccharibacteria
OTU1664	Planctomycetes
OTU1665	Armatimonadetes
OTU1666	Proteobacteria
OTU1667	Chloroflexi
OTU1668	Armatimonadetes
OTU1669	Firmicutes
OTU1670	Proteobacteria
OTU1671	Actinobacteria
OTU1672	Actinobacteria
OTU1673	Proteobacteria
OTU1674	Planctomycetes
OTU1675	Chloroflexi
OTU1676	Acidobacteria
OTU1677	Chloroflexi
OTU1678	Proteobacteria
OTU1679	Gemmatimonadetes
OTU1680	Chloroflexi
OTU1681	Chloroflexi
OTU1682	Chloroflexi
OTU1683	Acidobacteria
OTU1684	Planctomycetes
OTU1685	Chloroflexi
OTU1686	Ignavibacteriae
OTU1687	Chloroflexi
OTU1688	Planctomycetes
OTU1689	Acidobacteria
OTU1690	Elusimicrobia
OTU1691	Acidobacteria
OTU1692	Chloroflexi
OTU1693	Saccharibacteria
OTU1694	Proteobacteria
OTU1695	Proteobacteria
OTU1696	Firmicutes
OTU1697	Chloroflexi
OTU1698	Chloroflexi
OTU1699	Thaumarchaeota
OTU1700	Planctomycetes
OTU1701	Proteobacteria
OTU1702	Thaumarchaeota
OTU1703	Proteobacteria
OTU1704	Bacteroidetes
OTU1705	Acidobacteria
OTU1706	Chloroflexi
OTU1707	Chloroflexi
OTU1708	Planctomycetes
OTU1709	Elusimicrobia
OTU1710	Firmicutes
OTU1711	Bacteroidetes
OTU1712	Planctomycetes
OTU1713	Chloroflexi
OTU1714	Chloroflexi
OTU1715	Chloroflexi
OTU1716	Proteobacteria
OTU1717	Gemmatimonadetes
OTU1718	Actinobacteria
OTU1719	Bacteroidetes
OTU1720	Proteobacteria
OTU1721	Gemmatimonadetes
OTU1722	Euryarchaeota
OTU1723	Acidobacteria
OTU1724	Gemmatimonadetes
OTU1725	Planctomycetes
OTU1726	Chloroflexi
OTU1727	Firmicutes
OTU1728	Proteobacteria
OTU1729	Proteobacteria
OTU1730	Proteobacteria
OTU1731	Proteobacteria
OTU1732	Planctomycetes
OTU1733	Chloroflexi
OTU1734	Actinobacteria
OTU1735	Acidobacteria
OTU1736	Proteobacteria
OTU1737	Nitrospirae
OTU1738	Actinobacteria
OTU1739	Planctomycetes
OTU1740	Chloroflexi
OTU1741	Gemmatimonadetes
OTU1742	Actinobacteria
OTU1743	Verrucomicrobia
OTU1744	Proteobacteria
OTU1745	Bacteroidetes
OTU1746	Planctomycetes
OTU1747	Chloroflexi
OTU1748	Bacteroidetes
OTU1749	Bacteroidetes
OTU1750	Firmicutes
OTU1751	Saccharibacteria
OTU1752	Gemmatimonadetes
OTU1753	
OTU1754	Proteobacteria
OTU1755	Proteobacteria
OTU1756	Acidobacteria
OTU1757	Saccharibacteria
OTU1758	Gemmatimonadetes
OTU1759	Actinobacteria
OTU1760	Proteobacteria
OTU1761	Gemmatimonadetes
OTU1762	Bacteroidetes
OTU1763	Chloroflexi
OTU1764	Proteobacteria
OTU1765	Proteobacteria
OTU1766	Armatimonadetes
OTU1767	Chloroflexi
OTU1768	Proteobacteria
OTU1769	Planctomycetes
OTU1770	Chloroflexi
OTU1771	Proteobacteria
OTU1772	Bacteroidetes
OTU1773	Acidobacteria
OTU1774	Chloroflexi
OTU1775	Acidobacteria
OTU1776	Proteobacteria
OTU1777	Chloroflexi
OTU1778	Proteobacteria
OTU1779	Proteobacteria
OTU1780	Chloroflexi
OTU1781	Proteobacteria
OTU1782	Actinobacteria
OTU1783	Proteobacteria
OTU1784	Acidobacteria
OTU1785	Planctomycetes
OTU1786	Planctomycetes
OTU1787	Planctomycetes
OTU1788	Planctomycetes
OTU1789	Chloroflexi
OTU1790	Gemmatimonadetes
OTU1791	Planctomycetes
OTU1792	Chloroflexi
OTU1793	Actinobacteria
OTU1794	Proteobacteria
OTU1795	Latescibacteria
OTU1796	Bacteroidetes
OTU1797	Saccharibacteria
OTU1798	Bacteroidetes
OTU1799	Saccharibacteria
OTU1800	Chloroflexi
OTU1801	Chloroflexi
OTU1802	Planctomycetes
OTU1803	Bacteroidetes
OTU1804	Proteobacteria
OTU1805	Proteobacteria
OTU1806	Proteobacteria
OTU1807	Verrucomicrobia
OTU1808	Firmicutes
OTU1809	Actinobacteria
OTU1810	Actinobacteria
OTU1811	Latescibacteria
OTU1812	Planctomycetes
OTU1813	Chloroflexi
OTU1814	Saccharibacteria
OTU1815	Chloroflexi
OTU1816	Actinobacteria
OTU1817	Proteobacteria
OTU1818	Chloroflexi
OTU1819	Chloroflexi
OTU1820	Firmicutes
OTU1821	Planctomycetes
OTU1822	Saccharibacteria
OTU1823	Armatimonadetes
OTU1824	Chloroflexi
OTU1825	Firmicutes
OTU1826	Proteobacteria
OTU1827	Proteobacteria
OTU1828	Actinobacteria
OTU1829	Proteobacteria
OTU1830	Proteobacteria
OTU1831	Chloroflexi
OTU1832	Candidatus Berkelbacteria
OTU1833	Bacteroidetes
OTU1834	Bacteroidetes
OTU1835	Chloroflexi
OTU1836	
OTU1837	Proteobacteria
OTU1838	Chloroflexi
OTU1839	Saccharibacteria
OTU1840	Proteobacteria
OTU1841	Proteobacteria
OTU1842	Firmicutes
OTU1843	Proteobacteria
OTU1844	Armatimonadetes
OTU1845	Proteobacteria
OTU1846	Chloroflexi
OTU1847	Bacteroidetes
OTU1848	Actinobacteria
OTU1849	Proteobacteria
OTU1850	Chloroflexi
OTU1851	Actinobacteria
OTU1852	Chloroflexi
OTU1853	Planctomycetes
OTU1854	Chloroflexi
OTU1855	Chloroflexi
OTU1856	Elusimicrobia
OTU1857	Chloroflexi
OTU1858	Chloroflexi
OTU1859	Latescibacteria
OTU1860	Planctomycetes
OTU1861	Proteobacteria
OTU1862	Acidobacteria
OTU1863	Chloroflexi
OTU1864	Chloroflexi
OTU1865	Planctomycetes
OTU1866	Proteobacteria
OTU1867	Actinobacteria
OTU1868	Bacteroidetes
OTU1869	Gemmatimonadetes
OTU1870	Proteobacteria
OTU1871	Proteobacteria
OTU1872	Planctomycetes
OTU1873	Chloroflexi
OTU1874	Bacteroidetes
OTU1875	Gemmatimonadetes
OTU1876	
OTU1877	Proteobacteria
OTU1878	Chloroflexi
OTU1879	Proteobacteria
OTU1880	Verrucomicrobia
OTU1881	Chloroflexi
OTU1882	Chloroflexi
OTU1883	Planctomycetes
OTU1884	Chloroflexi
OTU1885	Chloroflexi
OTU1886	Proteobacteria
OTU1887	Chloroflexi
OTU1888	Bacteroidetes
OTU1889	Chloroflexi
OTU1890	Gemmatimonadetes
OTU1891	Proteobacteria
OTU1892	Actinobacteria
OTU1893	Chloroflexi
OTU1894	Proteobacteria
OTU1895	Chloroflexi
OTU1896	Cyanobacteria
OTU1897	FBP
OTU1898	Chloroflexi
OTU1899	Proteobacteria
OTU1900	Bacteroidetes
OTU1901	Nitrospirae
OTU1902	Chloroflexi
OTU1903	Chloroflexi
OTU1904	Cyanobacteria
OTU1905	Chloroflexi
OTU1906	Planctomycetes
OTU1907	Gemmatimonadetes
OTU1908	Proteobacteria
OTU1909	Chloroflexi
OTU1910	Chloroflexi
OTU1911	Proteobacteria
OTU1912	Saccharibacteria
OTU1913	Chloroflexi
OTU1914	Tectomicrobia
OTU1915	Saccharibacteria
OTU1916	Chloroflexi
OTU1917	Saccharibacteria
OTU1918	Chloroflexi
OTU1919	Chloroflexi
OTU1920	Bacteroidetes
OTU1921	Proteobacteria
OTU1922	Proteobacteria
OTU1923	Chloroflexi
OTU1924	Gemmatimonadetes
OTU1925	Parcubacteria
OTU1926	Proteobacteria
OTU1927	Bacteroidetes
OTU1928	
OTU1929	Proteobacteria
OTU1930	Cyanobacteria
OTU1931	Saccharibacteria
OTU1932	Microgenomates
OTU1933	Planctomycetes
OTU1934	Chloroflexi
OTU1935	Bacteroidetes
OTU1936	Chloroflexi
OTU1937	Proteobacteria
OTU1938	Proteobacteria
OTU1939	Acidobacteria
OTU1940	Acidobacteria
OTU1941	Bacteroidetes
OTU1942	Armatimonadetes
OTU1943	Proteobacteria
OTU1944	Chloroflexi
OTU1945	Proteobacteria
OTU1946	Firmicutes
OTU1947	Planctomycetes
OTU1948	Planctomycetes
OTU1949	Parcubacteria
OTU1950	Proteobacteria
OTU1951	Chloroflexi
OTU1952	Chloroflexi
OTU1953	Euryarchaeota
OTU1954	Bacteroidetes
OTU1955	Planctomycetes
OTU1956	Cyanobacteria
OTU1957	Chloroflexi
OTU1958	Chloroflexi
OTU1959	Acidobacteria
OTU1960	Armatimonadetes
OTU1961	Saccharibacteria
OTU1962	Saccharibacteria
OTU1963	Bacteroidetes
OTU1964	Bacteroidetes
OTU1965	Cyanobacteria
OTU1966	Deinococcus-Thermus
OTU1967	Chloroflexi
OTU1968	Chloroflexi
OTU1969	Bacteroidetes
OTU1970	Saccharibacteria
OTU1971	Chloroflexi
OTU1972	Chloroflexi
OTU1973	Saccharibacteria
OTU1974	Cyanobacteria
OTU1975	Proteobacteria
OTU1976	Bacteroidetes
OTU1977	Chloroflexi
OTU1978	Acidobacteria
OTU1979	Chloroflexi
OTU1980	Chloroflexi
OTU1981	Chlorobi
OTU1982	Bacteroidetes
OTU1983	Chlorobi
OTU1984	Bacteroidetes
OTU1985	
OTU1986	
OTU1987	Bacteroidetes
OTU1988	Chloroflexi
OTU1989	Chlorobi
OTU1990	Saccharibacteria
OTU1991	Proteobacteria
OTU1992	Fibrobacteres
OTU1993	Bacteroidetes
OTU1994	Proteobacteria
OTU1995	Actinobacteria
OTU1996	Bacteroidetes
OTU1997	Planctomycetes
OTU1998	Chloroflexi
OTU1999	Proteobacteria
OTU2000	Cyanobacteria
OTU2001	Chloroflexi
OTU2002	Verrucomicrobia
OTU2003	Bacteroidetes
OTU2004	BJ-169
OTU2005	Chloroflexi
OTU2006	Firmicutes
OTU2007	Armatimonadetes
OTU2008	Planctomycetes
