otu	phylum
OTU1065	Actinobacteria
OTU1066	Actinobacteria
OTU1067	Actinobacteria
OTU1068	Proteobacteria
OTU1069	Actinobacteria
OTU1070	Proteobacteria
OTU1071	Proteobacteria
OTU1072	Chloroflexi
OTU1073	Proteobacteria
OTU1074	Actinobacteria
OTU1075	Firmicutes
OTU1076	Acidobacteria
OTU1077	Bacteroidetes
OTU1078	Gemmatimonadetes
OTU1079	Proteobacteria
OTU1080	Proteobacteria
OTU1081	Actinobacteria
OTU1082	Gemmatimonadetes
OTU1083	Actinobacteria
OTU1084	Actinobacteria
OTU1085	Proteobacteria
OTU1086	Proteobacteria
OTU1087	Acidobacteria
OTU1088	Actinobacteria
OTU1089	Gemmatimonadetes
OTU1090	Proteobacteria
OTU1091	Proteobacteria
OTU1092	Acidobacteria
OTU1093	Actinobacteria
OTU1094	Bacteroidetes
OTU1095	Proteobacteria
OTU1096	Verrucomicrobia
OTU1097	Acidobacteria
OTU1098	Actinobacteria
OTU1099	Proteobacteria
OTU1100	Acidobacteria
OTU1101	Verrucomicrobia
OTU1102	Acidobacteria
OTU1103	Proteobacteria
OTU1104	Actinobacteria
OTU1105	Acidobacteria
OTU1106	Acidobacteria
OTU1107	Chloroflexi
OTU1108	Actinobacteria
OTU1109	Chloroflexi
OTU1110	Actinobacteria
OTU1111	Proteobacteria
OTU1112	Chloroflexi
OTU1113	Chloroflexi
OTU1114	Proteobacteria
OTU1115	Actinobacteria
OTU1116	Acidobacteria
OTU1117	Actinobacteria
OTU1118	Proteobacteria
OTU1119	Firmicutes
OTU1120	Acidobacteria
OTU1121	Actinobacteria
OTU1122	Chloroflexi
OTU1123	Actinobacteria
OTU1124	Proteobacteria
OTU1125	Proteobacteria
OTU1126	Acidobacteria
OTU1127	Planctomycetes
OTU1128	Proteobacteria
OTU1129	Acidobacteria
OTU1130	Chloroflexi
OTU1131	Chloroflexi
OTU1132	Chloroflexi
OTU1133	Proteobacteria
OTU1134	Acidobacteria
OTU1135	Bacteroidetes
OTU1136	Actinobacteria
OTU1137	Acidobacteria
OTU1138	Chloroflexi
OTU1139	Proteobacteria
OTU1140	Gemmatimonadetes
OTU1141	Proteobacteria
OTU1142	Proteobacteria
OTU1143	Actinobacteria
OTU1144	AD3
OTU1145	Planctomycetes
OTU1146	Bacteroidetes
OTU1147	Acidobacteria
OTU1148	Proteobacteria
OTU1149	Actinobacteria
OTU1150	Chloroflexi
OTU1151	Proteobacteria
OTU1152	Actinobacteria
OTU1153	Bacteroidetes
OTU1154	Gemmatimonadetes
OTU1155	Actinobacteria
OTU1156	Actinobacteria
OTU1157	Proteobacteria
OTU1158	Proteobacteria
OTU1159	Proteobacteria
OTU1160	Actinobacteria
OTU1161	Gemmatimonadetes
OTU1162	Proteobacteria
OTU1163	Proteobacteria
OTU1164	Acidobacteria
OTU1165	Proteobacteria
OTU1166	Proteobacteria
OTU1167	Proteobacteria
OTU1168	Actinobacteria
OTU1169	Acidobacteria
OTU1170	Proteobacteria
OTU1171	Verrucomicrobia
OTU1172	Verrucomicrobia
OTU1173	Firmicutes
OTU1174	Bacteroidetes
OTU1175	Proteobacteria
OTU1176	Actinobacteria
OTU1177	Proteobacteria
OTU1178	Acidobacteria
OTU1179	Bacteroidetes
OTU1180	Proteobacteria
OTU1181	Actinobacteria
OTU1182	Actinobacteria
OTU1183	Actinobacteria
OTU1184	Actinobacteria
OTU1185	Proteobacteria
OTU1186	Actinobacteria
OTU1187	Proteobacteria
OTU1188	Actinobacteria
OTU1189	Acidobacteria
OTU1190	Acidobacteria
OTU1191	Actinobacteria
OTU1192	Verrucomicrobia
OTU1193	Proteobacteria
OTU1194	Actinobacteria
OTU1195	Proteobacteria
OTU1196	Actinobacteria
OTU1197	AD3
OTU1198	Acidobacteria
OTU1199	Actinobacteria
OTU1200	Actinobacteria
OTU1201	Actinobacteria
OTU1202	Acidobacteria
OTU1203	Chloroflexi
OTU1204	Actinobacteria
OTU1205	Chloroflexi
OTU1206	Actinobacteria
OTU1207	Armatimonadetes
OTU1208	Proteobacteria
OTU1209	Actinobacteria
OTU1210	Crenarchaeota
OTU1211	Chloroflexi
OTU1212	Chloroflexi
OTU1213	Actinobacteria
OTU1214	Gemmatimonadetes
OTU1215	Proteobacteria
OTU1216	Proteobacteria
OTU1217	Planctomycetes
OTU1218	Acidobacteria
OTU1219	Firmicutes
OTU1220	Chloroflexi
OTU1221	Proteobacteria
OTU1222	Proteobacteria
OTU1223	Proteobacteria
OTU1224	Verrucomicrobia
OTU1225	Proteobacteria
OTU1226	Actinobacteria
OTU1227	Proteobacteria
OTU1228	Proteobacteria
OTU1229	Chloroflexi
OTU1230	Bacteroidetes
OTU1231	Chloroflexi
OTU1232	Proteobacteria
OTU1233	Acidobacteria
OTU1234	Proteobacteria
OTU1235	Actinobacteria
OTU1236	Chloroflexi
OTU1237	Actinobacteria
OTU1238	Planctomycetes
OTU1239	Actinobacteria
OTU1240	Chloroflexi
OTU1241	Proteobacteria
OTU1242	Proteobacteria
OTU1243	Proteobacteria
OTU1244	Bacteroidetes
OTU1245	Chloroflexi
OTU1246	Actinobacteria
OTU1247	Chloroflexi
OTU1248	Acidobacteria
OTU1249	Proteobacteria
OTU1250	Proteobacteria
OTU1251	Bacteroidetes
OTU1252	Gemmatimonadetes
OTU1253	Proteobacteria
OTU1254	Armatimonadetes
OTU1255	Proteobacteria
OTU1256	Proteobacteria
OTU1257	Actinobacteria
OTU1258	
OTU1259	Verrucomicrobia
OTU1260	Planctomycetes
OTU1261	Firmicutes
OTU1262	Acidobacteria
OTU1263	Proteobacteria
OTU1264	Proteobacteria
OTU1265	Planctomycetes
OTU1266	Chloroflexi
OTU1267	Chloroflexi
OTU1268	Acidobacteria
OTU1269	Chloroflexi
OTU1270	Actinobacteria
OTU1271	Chloroflexi
OTU1272	Actinobacteria
OTU1273	Chloroflexi
OTU1274	Proteobacteria
OTU1275	Actinobacteria
OTU1276	Chloroflexi
OTU1277	Planctomycetes
OTU1278	Actinobacteria
OTU1279	Acidobacteria
OTU1280	Actinobacteria
OTU1281	Planctomycetes
OTU1282	Actinobacteria
OTU1283	Planctomycetes
OTU1284	Acidobacteria
OTU1285	Acidobacteria
OTU1286	Gemmatimonadetes
OTU1287	Chloroflexi
OTU1288	Acidobacteria
OTU1289	Proteobacteria
OTU1290	Proteobacteria
OTU1291	Nitrospirae
OTU1292	Proteobacteria
OTU1293	Proteobacteria
OTU1294	Proteobacteria
OTU1295	Actinobacteria
OTU1296	Proteobacteria
OTU1297	Proteobacteria
OTU1298	Actinobacteria
OTU1299	Actinobacteria
OTU1300	Chloroflexi
OTU1301	Gemmatimonadetes
OTU1302	Actinobacteria
OTU1303	Actinobacteria
OTU1304	Nitrospirae
OTU1305	Proteobacteria
OTU1306	Actinobacteria
OTU1307	Proteobacteria
OTU1308	Gemmatimonadetes
OTU1309	WPS-2
OTU1310	Proteobacteria
OTU1311	Proteobacteria
OTU1312	Planctomycetes
OTU1313	Chloroflexi
OTU1314	Planctomycetes
OTU1315	Proteobacteria
OTU1316	Proteobacteria
OTU1317	Actinobacteria
OTU1318	Actinobacteria
OTU1319	Chloroflexi
OTU1320	Proteobacteria
OTU1321	Proteobacteria
OTU1322	Proteobacteria
OTU1323	Actinobacteria
OTU1324	Bacteroidetes
OTU1325	Gemmatimonadetes
OTU1326	Chloroflexi
OTU1327	Actinobacteria
OTU1328	Planctomycetes
OTU1329	Gemmatimonadetes
OTU1330	Bacteroidetes
OTU1331	Chloroflexi
OTU1332	Actinobacteria
OTU1333	AD3
OTU1334	Proteobacteria
OTU1335	Cyanobacteria
OTU1336	Proteobacteria
OTU1337	Proteobacteria
OTU1338	Actinobacteria
OTU1339	Actinobacteria
OTU1340	Bacteroidetes
OTU1341	Proteobacteria
OTU1342	Acidobacteria
OTU1343	Proteobacteria
OTU1344	Proteobacteria
OTU1345	Actinobacteria
OTU1346	Chloroflexi
OTU1347	Proteobacteria
OTU1348	Proteobacteria
OTU1349	Chloroflexi
OTU1350	Acidobacteria
OTU1351	Bacteroidetes
OTU1352	Actinobacteria
OTU1353	Actinobacteria
OTU1354	Proteobacteria
OTU1355	Proteobacteria
OTU1356	Gemmatimonadetes
OTU1357	Crenarchaeota
OTU1358	Firmicutes
OTU1359	Proteobacteria
OTU1360	Actinobacteria
OTU1361	Actinobacteria
OTU1362	Proteobacteria
OTU1363	Actinobacteria
OTU1364	Bacteroidetes
OTU1365	Bacteroidetes
OTU1366	Proteobacteria
OTU1367	Proteobacteria
OTU1368	Proteobacteria
OTU1369	Proteobacteria
OTU1370	Actinobacteria
OTU1371	Actinobacteria
OTU1372	Planctomycetes
OTU1373	Actinobacteria
OTU1374	Bacteroidetes
OTU1375	Gemmatimonadetes
OTU1376	Chloroflexi
OTU1377	Proteobacteria
OTU1378	Actinobacteria
OTU1379	Proteobacteria
OTU1380	Planctomycetes
OTU1381	Proteobacteria
OTU1382	Chloroflexi
OTU1383	Proteobacteria
OTU1384	Proteobacteria
OTU1385	Gemmatimonadetes
OTU1386	Actinobacteria
OTU1387	Nitrospirae
OTU1388	Proteobacteria
OTU1389	Actinobacteria
OTU1390	Proteobacteria
OTU1391	Proteobacteria
OTU1392	Actinobacteria
OTU1393	Proteobacteria
OTU1394	Verrucomicrobia
OTU1395	Proteobacteria
OTU1396	Chloroflexi
OTU1397	Chloroflexi
OTU1398	Proteobacteria
OTU1399	Proteobacteria
OTU1400	Acidobacteria
OTU1401	Chloroflexi
OTU1402	Acidobacteria
OTU1403	Proteobacteria
OTU1404	Cyanobacteria
OTU1405	Gemmatimonadetes
OTU1406	Chloroflexi
OTU1407	Chloroflexi
OTU1408	Planctomycetes
OTU1409	Acidobacteria
OTU1410	AD3
OTU1411	Proteobacteria
OTU1412	Actinobacteria
OTU1413	Chloroflexi
OTU1414	Proteobacteria
OTU1415	Proteobacteria
OTU1416	Acidobacteria
OTU1417	Planctomycetes
OTU1418	OD1
OTU1419	Actinobacteria
OTU1420	TM7
OTU1421	Actinobacteria
OTU1422	Chloroflexi
OTU1423	Proteobacteria
OTU1424	Gemmatimonadetes
OTU1425	Chloroflexi
OTU1426	Proteobacteria
OTU1427	Actinobacteria
OTU1428	Acidobacteria
OTU1429	Proteobacteria
OTU1430	Actinobacteria
OTU1431	Proteobacteria
OTU1432	Firmicutes
OTU1433	Proteobacteria
OTU1434	Proteobacteria
OTU1435	Firmicutes
OTU1436	Proteobacteria
OTU1437	Firmicutes
OTU1438	Chloroflexi
OTU1439	Proteobacteria
OTU1440	Chloroflexi
OTU1441	Firmicutes
OTU1442	Chloroflexi
OTU1443	Chloroflexi
OTU1444	WPS-2
OTU1445	Actinobacteria
OTU1446	Acidobacteria
OTU1447	Gemmatimonadetes
OTU1448	Actinobacteria
OTU1449	Actinobacteria
OTU1450	Actinobacteria
OTU1451	Gemmatimonadetes
OTU1452	Actinobacteria
OTU1453	Gemmatimonadetes
OTU1454	Chloroflexi
OTU1455	Proteobacteria
OTU1456	Proteobacteria
OTU1457	Proteobacteria
OTU1458	Actinobacteria
OTU1459	Acidobacteria
OTU1460	Acidobacteria
OTU1461	Proteobacteria
OTU1462	Proteobacteria
OTU1463	Actinobacteria
OTU1464	Bacteroidetes
OTU1465	TM7
OTU1466	Actinobacteria
OTU1467	Gemmatimonadetes
OTU1468	Acidobacteria
OTU1469	Verrucomicrobia
OTU1470	Firmicutes
OTU1471	Proteobacteria
OTU1472	Actinobacteria
OTU1473	TM7
OTU1474	Chloroflexi
OTU1475	Bacteroidetes
OTU1476	Acidobacteria
OTU1477	Bacteroidetes
OTU1478	Proteobacteria
OTU1479	Chloroflexi
OTU1480	Chloroflexi
OTU1481	Actinobacteria
OTU1482	Proteobacteria
OTU1483	Acidobacteria
OTU1484	Proteobacteria
OTU1485	Actinobacteria
OTU1486	Planctomycetes
OTU1487	Actinobacteria
OTU1488	Acidobacteria
OTU1489	Proteobacteria
OTU1490	Acidobacteria
OTU1491	Actinobacteria
OTU1492	Proteobacteria
OTU1493	Acidobacteria
OTU1494	Proteobacteria
OTU1495	Actinobacteria
OTU1496	Proteobacteria
OTU1497	Proteobacteria
OTU1498	Acidobacteria
OTU1499	Actinobacteria
OTU1500	Chloroflexi
OTU1501	Bacteroidetes
OTU1502	Proteobacteria
OTU1503	Gemmatimonadetes
OTU1504	Actinobacteria
OTU1505	Proteobacteria
OTU1506	Actinobacteria
OTU1507	Proteobacteria
OTU1508	Gemmatimonadetes
OTU1509	Actinobacteria
OTU1510	Firmicutes
OTU1511	Acidobacteria
OTU1512	Proteobacteria
OTU1513	Proteobacteria
OTU1514	Actinobacteria
OTU1515	Acidobacteria
OTU1516	Proteobacteria
OTU1517	Proteobacteria
OTU1518	Chloroflexi
OTU1519	Acidobacteria
OTU1520	
OTU1521	Chloroflexi
OTU1522	Proteobacteria
OTU1523	Chloroflexi
OTU1524	Chloroflexi
OTU1525	Proteobacteria
OTU1526	Chloroflexi
OTU1527	Actinobacteria
OTU1528	Proteobacteria
OTU1529	Acidobacteria
OTU1530	Acidobacteria
OTU1531	Planctomycetes
OTU1532	Actinobacteria
OTU1533	Chloroflexi
OTU1534	Proteobacteria
OTU1535	Proteobacteria
OTU1536	Gemmatimonadetes
OTU1537	Nitrospirae
OTU1538	Planctomycetes
OTU1539	Proteobacteria
OTU1540	Proteobacteria
OTU1541	Proteobacteria
OTU1542	Chloroflexi
OTU1543	Chloroflexi
OTU1544	Gemmatimonadetes
OTU1545	Proteobacteria
OTU1546	Actinobacteria
OTU1547	Acidobacteria
OTU1548	Planctomycetes
OTU1549	Chloroflexi
OTU1550	Chloroflexi
OTU1551	Verrucomicrobia
OTU1552	Proteobacteria
OTU1553	Proteobacteria
OTU1554	Actinobacteria
OTU1555	Actinobacteria
OTU1556	Chloroflexi
OTU1557	Planctomycetes
OTU1558	Chloroflexi
OTU1559	Nitrospirae
OTU1560	Proteobacteria
OTU1561	Acidobacteria
OTU1562	Actinobacteria
OTU1563	Chloroflexi
OTU1564	Proteobacteria
OTU1565	Actinobacteria
OTU1566	Chloroflexi
OTU1567	OD1
OTU1568	Chloroflexi
OTU1569	Chloroflexi
OTU1570	WS3
OTU1571	Chloroflexi
OTU1572	Actinobacteria
OTU1573	Bacteroidetes
OTU1574	Actinobacteria
OTU1575	Proteobacteria
OTU1576	Planctomycetes
OTU1577	Proteobacteria
OTU1578	Chloroflexi
OTU1579	Chloroflexi
OTU1580	
OTU1581	Proteobacteria
OTU1582	Chloroflexi
OTU1583	TM7
OTU1584	Acidobacteria
OTU1585	Actinobacteria
OTU1586	Acidobacteria
OTU1587	Firmicutes
OTU1588	Bacteroidetes
OTU1589	Planctomycetes
OTU1590	Chloroflexi
OTU1591	Nitrospirae
OTU1592	Firmicutes
OTU1593	Chloroflexi
OTU1594	Proteobacteria
OTU1595	Proteobacteria
OTU1596	Proteobacteria
OTU1597	Chloroflexi
OTU1598	Acidobacteria
OTU1599	Proteobacteria
OTU1600	Planctomycetes
OTU1601	Actinobacteria
OTU1602	Proteobacteria
OTU1603	Proteobacteria
OTU1604	Chloroflexi
OTU1605	Proteobacteria
OTU1606	Actinobacteria
OTU1607	Actinobacteria
OTU1608	Actinobacteria
OTU1609	Chloroflexi
OTU1610	Proteobacteria
OTU1611	Chloroflexi
OTU1612	Proteobacteria
OTU1613	Firmicutes
OTU1614	Actinobacteria
OTU1615	Proteobacteria
OTU1616	Bacteroidetes
OTU1617	Chloroflexi
OTU1618	Actinobacteria
OTU1619	Actinobacteria
OTU1620	Chloroflexi
OTU1621	Firmicutes
OTU1622	Actinobacteria
OTU1623	Proteobacteria
OTU1624	Planctomycetes
OTU1625	Proteobacteria
OTU1626	Chloroflexi
OTU1627	Actinobacteria
OTU1628	Proteobacteria
OTU1629	TM7
OTU1630	Actinobacteria
OTU1631	Actinobacteria
OTU1632	Actinobacteria
OTU1633	TM7
OTU1634	Proteobacteria
OTU1635	Proteobacteria
OTU1636	Gemmatimonadetes
OTU1637	Acidobacteria
OTU1638	Gemmatimonadetes
OTU1639	Bacteroidetes
OTU1640	Chloroflexi
OTU1641	Bacteroidetes
OTU1642	Chloroflexi
OTU1643	AD3
OTU1644	Proteobacteria
OTU1645	Acidobacteria
OTU1646	Actinobacteria
OTU1647	Actinobacteria
OTU1648	Acidobacteria
OTU1649	Gemmatimonadetes
OTU1650	Proteobacteria
OTU1651	Proteobacteria
OTU1652	Chloroflexi
OTU1653	Proteobacteria
OTU1654	AD3
OTU1655	Verrucomicrobia
OTU1656	
OTU1657	Proteobacteria
OTU1658	Chloroflexi
OTU1659	Firmicutes
OTU1660	Chloroflexi
OTU1661	Planctomycetes
OTU1662	Acidobacteria
OTU1663	Gemmatimonadetes
OTU1664	Chloroflexi
OTU1665	Proteobacteria
OTU1666	Gemmatimonadetes
OTU1667	Acidobacteria
OTU1668	Actinobacteria
OTU1669	Firmicutes
OTU1670	Actinobacteria
OTU1671	Proteobacteria
OTU1672	Proteobacteria
OTU1673	Proteobacteria
OTU1674	Crenarchaeota
OTU1675	Proteobacteria
OTU1676	Proteobacteria
OTU1677	Proteobacteria
OTU1678	Chloroflexi
OTU1679	Gemmatimonadetes
OTU1680	Cyanobacteria
OTU1681	Actinobacteria
OTU1682	Proteobacteria
OTU1683	Actinobacteria
OTU1684	Acidobacteria
OTU1685	Proteobacteria
OTU1686	Bacteroidetes
OTU1687	Proteobacteria
OTU1688	Chloroflexi
OTU1689	Proteobacteria
OTU1690	Proteobacteria
OTU1691	Bacteroidetes
OTU1692	Bacteroidetes
OTU1693	Actinobacteria
OTU1694	Verrucomicrobia
OTU1695	TM7
OTU1696	TM7
OTU1697	Verrucomicrobia
OTU1698	Actinobacteria
OTU1699	WPS-2
OTU1700	Planctomycetes
OTU1701	TM7
OTU1702	Gemmatimonadetes
OTU1703	Proteobacteria
OTU1704	Gemmatimonadetes
OTU1705	Proteobacteria
OTU1706	Proteobacteria
OTU1707	Bacteroidetes
OTU1708	Proteobacteria
OTU1709	Chloroflexi
OTU1710	Chloroflexi
OTU1711	Actinobacteria
OTU1712	Acidobacteria
OTU1713	Chloroflexi
OTU1714	Gemmatimonadetes
OTU1715	Chloroflexi
OTU1716	Actinobacteria
OTU1717	Proteobacteria
OTU1718	Proteobacteria
OTU1719	Proteobacteria
OTU1720	Proteobacteria
OTU1721	Bacteroidetes
OTU1722	Acidobacteria
OTU1723	Acidobacteria
OTU1724	Proteobacteria
OTU1725	Actinobacteria
OTU1726	Bacteroidetes
OTU1727	Proteobacteria
OTU1728	Proteobacteria
OTU1729	Actinobacteria
OTU1730	Chloroflexi
OTU1731	Proteobacteria
OTU1732	Proteobacteria
OTU1733	Acidobacteria
OTU1734	Chloroflexi
OTU1735	Proteobacteria
OTU1736	Acidobacteria
OTU1737	Actinobacteria
OTU1738	Chloroflexi
OTU1739	Chloroflexi
OTU1740	Actinobacteria
OTU1741	Bacteroidetes
OTU1742	Actinobacteria
OTU1743	Acidobacteria
OTU1744	Verrucomicrobia
OTU1745	Chloroflexi
OTU1746	Actinobacteria
OTU1747	Actinobacteria
OTU1748	Verrucomicrobia
OTU1749	Proteobacteria
OTU1750	Verrucomicrobia
OTU1751	Proteobacteria
OTU1752	Actinobacteria
OTU1753	Firmicutes
OTU1754	Planctomycetes
OTU1755	Proteobacteria
OTU1756	Proteobacteria
OTU1757	Acidobacteria
OTU1758	AD3
OTU1759	Proteobacteria
OTU1760	Proteobacteria
OTU1761	Proteobacteria
OTU1762	Gemmatimonadetes
OTU1763	Chloroflexi
OTU1764	Proteobacteria
OTU1765	Chloroflexi
OTU1766	
OTU1767	Acidobacteria
OTU1768	Acidobacteria
OTU1769	Proteobacteria
OTU1770	Gemmatimonadetes
OTU1771	Gemmatimonadetes
OTU1772	Bacteroidetes
OTU1773	Proteobacteria
OTU1774	Bacteroidetes
OTU1775	Firmicutes
OTU1776	Actinobacteria
OTU1777	Actinobacteria
OTU1778	Acidobacteria
OTU1779	Chloroflexi
OTU1780	Actinobacteria
OTU1781	Chloroflexi
OTU1782	Chloroflexi
OTU1783	
OTU1784	Proteobacteria
OTU1785	Proteobacteria
OTU1786	Chloroflexi
OTU1787	Acidobacteria
OTU1788	Nitrospirae
OTU1789	Proteobacteria
OTU1790	Proteobacteria
OTU1791	WPS-2
OTU1792	Actinobacteria
OTU1793	Chloroflexi
OTU1794	Acidobacteria
OTU1795	Actinobacteria
OTU1796	Proteobacteria
OTU1797	Acidobacteria
OTU1798	Chloroflexi
OTU1799	Acidobacteria
OTU1800	Actinobacteria
OTU1801	Armatimonadetes
OTU1802	Proteobacteria
OTU1803	Proteobacteria
OTU1804	Acidobacteria
OTU1805	Chloroflexi
OTU1806	Proteobacteria
OTU1807	Actinobacteria
OTU1808	Bacteroidetes
OTU1809	Planctomycetes
OTU1810	Proteobacteria
OTU1811	Actinobacteria
OTU1812	Actinobacteria
OTU1813	Acidobacteria
OTU1814	Proteobacteria
OTU1815	Planctomycetes
OTU1816	Planctomycetes
OTU1817	Actinobacteria
OTU1818	Planctomycetes
OTU1819	Verrucomicrobia
OTU1820	Actinobacteria
OTU1821	Gemmatimonadetes
OTU1822	Planctomycetes
OTU1823	Acidobacteria
OTU1824	Chloroflexi
OTU1825	Chloroflexi
OTU1826	Proteobacteria
OTU1827	Acidobacteria
OTU1828	Proteobacteria
OTU1829	Chloroflexi
OTU1830	Armatimonadetes
OTU1831	Planctomycetes
OTU1832	Planctomycetes
OTU1833	Chloroflexi
OTU1834	Proteobacteria
OTU1835	Proteobacteria
OTU1836	Gemmatimonadetes
OTU1837	Proteobacteria
OTU1838	Actinobacteria
OTU1839	Acidobacteria
OTU1840	WPS-2
OTU1841	Actinobacteria
OTU1842	Chloroflexi
OTU1843	Chloroflexi
OTU1844	Bacteroidetes
OTU1845	Verrucomicrobia
OTU1846	TM7
OTU1847	Actinobacteria
OTU1848	Proteobacteria
OTU1849	Proteobacteria
OTU1850	Acidobacteria
OTU1851	Proteobacteria
OTU1852	Actinobacteria
OTU1853	Chloroflexi
OTU1854	Verrucomicrobia
OTU1855	Actinobacteria
OTU1856	TM7
OTU1857	Actinobacteria
OTU1858	Acidobacteria
OTU1859	Proteobacteria
OTU1860	Proteobacteria
OTU1861	Gemmatimonadetes
OTU1862	Acidobacteria
OTU1863	Actinobacteria
OTU1864	AD3
OTU1865	Chloroflexi
OTU1866	Actinobacteria
OTU1867	Proteobacteria
OTU1868	Proteobacteria
OTU1869	Actinobacteria
OTU1870	Chloroflexi
OTU1871	TM7
OTU1872	Chloroflexi
OTU1873	Planctomycetes
OTU1874	Acidobacteria
OTU1875	Acidobacteria
OTU1876	Proteobacteria
OTU1877	Chloroflexi
OTU1878	TM7
OTU1879	Acidobacteria
OTU1880	Proteobacteria
OTU1881	Proteobacteria
OTU1882	Planctomycetes
OTU1883	Planctomycetes
OTU1884	Acidobacteria
OTU1885	Bacteroidetes
OTU1886	Chloroflexi
OTU1887	Proteobacteria
OTU1888	Proteobacteria
OTU1889	Chloroflexi
OTU1890	GAL15
OTU1891	Actinobacteria
OTU1892	Planctomycetes
OTU1893	Chloroflexi
OTU1894	Proteobacteria
OTU1895	Proteobacteria
OTU1896	Bacteroidetes
OTU1897	Chloroflexi
OTU1898	Bacteroidetes
OTU1899	Acidobacteria
OTU1900	WPS-2
OTU1901	Actinobacteria
OTU1902	Actinobacteria
OTU1903	Proteobacteria
OTU1904	Bacteroidetes
OTU1905	Acidobacteria
OTU1906	Chloroflexi
OTU1907	Chloroflexi
OTU1908	Chloroflexi
OTU1909	Proteobacteria
OTU1910	Chloroflexi
OTU1911	AD3
OTU1912	Chloroflexi
OTU1913	Gemmatimonadetes
OTU1914	Bacteroidetes
OTU1915	Proteobacteria
OTU1916	Actinobacteria
OTU1917	Gemmatimonadetes
OTU1918	Firmicutes
OTU1919	Acidobacteria
OTU1920	Proteobacteria
OTU1921	Armatimonadetes
OTU1922	Actinobacteria
OTU1923	Proteobacteria
OTU1924	Firmicutes
OTU1925	Actinobacteria
OTU1926	Proteobacteria
OTU1927	Chloroflexi
OTU1928	Chloroflexi
OTU1929	Proteobacteria
OTU1930	Actinobacteria
OTU1931	Proteobacteria
OTU1932	Actinobacteria
OTU1933	Planctomycetes
OTU1934	Proteobacteria
OTU1935	Firmicutes
OTU1936	Actinobacteria
OTU1937	Proteobacteria
OTU1938	Proteobacteria
OTU1939	Chloroflexi
OTU1940	Bacteroidetes
OTU1941	Proteobacteria
OTU1942	Verrucomicrobia
OTU1943	Acidobacteria
OTU1944	Proteobacteria
OTU1945	Actinobacteria
OTU1946	Proteobacteria
OTU1947	Proteobacteria
OTU1948	Acidobacteria
OTU1949	Chloroflexi
OTU1950	Acidobacteria
OTU1951	Proteobacteria
OTU1952	Proteobacteria
OTU1953	Proteobacteria
OTU1954	Actinobacteria
OTU1955	Planctomycetes
OTU1956	TM7
OTU1957	Gemmatimonadetes
OTU1958	Firmicutes
OTU1959	Actinobacteria
OTU1960	Proteobacteria
OTU1961	Acidobacteria
OTU1962	Chloroflexi
OTU1963	Acidobacteria
OTU1964	Chloroflexi
OTU1965	Proteobacteria
OTU1966	Planctomycetes
OTU1967	Acidobacteria
OTU1968	Proteobacteria
OTU1969	Actinobacteria
OTU1970	Gemmatimonadetes
OTU1971	WPS-2
OTU1972	Proteobacteria
OTU1973	Actinobacteria
OTU1974	TM7
OTU1975	Chloroflexi
OTU1976	Proteobacteria
OTU1977	Actinobacteria
OTU1978	Actinobacteria
OTU1979	Crenarchaeota
OTU1980	Chloroflexi
OTU1981	Acidobacteria
OTU1982	Actinobacteria
OTU1983	Verrucomicrobia
OTU1984	Chloroflexi
OTU1985	Proteobacteria
OTU1986	Actinobacteria
OTU1987	Proteobacteria
OTU1988	Bacteroidetes
OTU1989	Chloroflexi
OTU1990	Proteobacteria
OTU1991	Actinobacteria
OTU1992	Actinobacteria
OTU1993	Planctomycetes
OTU1994	Proteobacteria
OTU1995	Verrucomicrobia
OTU1996	Actinobacteria
OTU1997	Actinobacteria
OTU1998	Actinobacteria
OTU1999	Planctomycetes
OTU2000	Actinobacteria
OTU2001	Acidobacteria
OTU2002	Proteobacteria
OTU2003	Proteobacteria
OTU2004	Actinobacteria
OTU2005	Gemmatimonadetes
OTU2006	Acidobacteria
OTU2007	Bacteroidetes
OTU2008	Actinobacteria
OTU2009	Actinobacteria
OTU2010	Actinobacteria
OTU2011	Chloroflexi
OTU2012	Actinobacteria
OTU2013	Acidobacteria
OTU2014	Proteobacteria
OTU2015	Armatimonadetes
OTU2016	Chloroflexi
OTU2017	Planctomycetes
OTU2018	Actinobacteria
OTU2019	Chloroflexi
OTU2020	OD1
OTU2021	Chloroflexi
OTU2022	Acidobacteria
OTU2023	Chloroflexi
OTU2024	Bacteroidetes
OTU2025	Gemmatimonadetes
OTU2026	Chloroflexi
OTU2027	Acidobacteria
OTU2028	Armatimonadetes
OTU2029	Proteobacteria
OTU2030	Actinobacteria
OTU2031	Proteobacteria
OTU2032	Proteobacteria
OTU2033	Acidobacteria
OTU2034	Actinobacteria
OTU2035	Chlorobi
OTU2036	Verrucomicrobia
OTU2037	Proteobacteria
OTU2038	Chloroflexi
OTU2039	Planctomycetes
OTU2040	Acidobacteria
OTU2041	Crenarchaeota
OTU2042	Verrucomicrobia
OTU2043	Actinobacteria
OTU2044	Gemmatimonadetes
OTU2045	Acidobacteria
OTU2046	Proteobacteria
OTU2047	Chloroflexi
OTU2048	Verrucomicrobia
OTU2049	Proteobacteria
OTU2050	Chloroflexi
OTU2051	Bacteroidetes
OTU2052	Proteobacteria
OTU2053	Proteobacteria
OTU2054	Proteobacteria
OTU2055	Bacteroidetes
OTU2056	Proteobacteria
OTU2057	TM7
OTU2058	Chloroflexi
OTU2059	Actinobacteria
