otu	phylum
OTU2060	Chloroflexi
OTU2061	Chloroflexi
OTU2062	Proteobacteria
OTU2063	Proteobacteria
OTU2064	Acidobacteria
OTU2065	Proteobacteria
OTU2066	Acidobacteria
OTU2067	Verrucomicrobia
OTU2068	Proteobacteria
OTU2069	TM7
OTU2070	Proteobacteria
OTU2071	Acidobacteria
OTU2072	Acidobacteria
OTU2073	TM7
OTU2074	Planctomycetes
OTU2075	Proteobacteria
OTU2076	TM7
OTU2077	Proteobacteria
OTU2078	Gemmatimonadetes
OTU2079	Acidobacteria
OTU2080	Proteobacteria
OTU2081	Verrucomicrobia
OTU2082	OD1
OTU2083	Gemmatimonadetes
OTU2084	Gemmatimonadetes
OTU2085	Planctomycetes
OTU2086	Bacteroidetes
OTU2087	Actinobacteria
OTU2088	Acidobacteria
OTU2089	Chloroflexi
OTU2090	Proteobacteria
OTU2091	TM7
OTU2092	Proteobacteria
OTU2093	Chloroflexi
OTU2094	Chloroflexi
OTU2095	Chloroflexi
OTU2096	Planctomycetes
OTU2097	Actinobacteria
OTU2098	Acidobacteria
OTU2099	Proteobacteria
OTU2100	Proteobacteria
OTU2101	Proteobacteria
OTU2102	Proteobacteria
OTU2103	Verrucomicrobia
OTU2104	TM7
OTU2105	Chloroflexi
OTU2106	Chloroflexi
OTU2107	Chloroflexi
OTU2108	Acidobacteria
OTU2109	Actinobacteria
OTU2110	Acidobacteria
OTU2111	Proteobacteria
OTU2112	Proteobacteria
OTU2113	TM7
OTU2114	Actinobacteria
OTU2115	Acidobacteria
OTU2116	Proteobacteria
OTU2117	Actinobacteria
OTU2118	Planctomycetes
OTU2119	Armatimonadetes
OTU2120	Proteobacteria
OTU2121	Chloroflexi
OTU2122	Armatimonadetes
OTU2123	Firmicutes
OTU2124	Proteobacteria
OTU2125	
OTU2126	Actinobacteria
OTU2127	Proteobacteria
OTU2128	Bacteroidetes
OTU2129	TM7
OTU2130	Actinobacteria
OTU2131	Planctomycetes
OTU2132	Bacteroidetes
OTU2133	Planctomycetes
OTU2134	Chloroflexi
OTU2135	Acidobacteria
OTU2136	Chloroflexi
OTU2137	Actinobacteria
OTU2138	Proteobacteria
OTU2139	
OTU2140	Chloroflexi
OTU2141	Gemmatimonadetes
OTU2142	Chloroflexi
OTU2143	Chloroflexi
OTU2144	Actinobacteria
OTU2145	Chloroflexi
OTU2146	Chloroflexi
OTU2147	Actinobacteria
OTU2148	Actinobacteria
OTU2149	Actinobacteria
OTU2150	Acidobacteria
OTU2151	Acidobacteria
OTU2152	Proteobacteria
OTU2153	Planctomycetes
OTU2154	Chloroflexi
OTU2155	Actinobacteria
OTU2156	Chlorobi
OTU2157	WS3
OTU2158	Chloroflexi
OTU2159	Firmicutes
OTU2160	Acidobacteria
OTU2161	Planctomycetes
OTU2162	Planctomycetes
OTU2163	Verrucomicrobia
OTU2164	Actinobacteria
OTU2165	Proteobacteria
OTU2166	Actinobacteria
OTU2167	Firmicutes
OTU2168	Acidobacteria
OTU2169	Proteobacteria
OTU2170	Verrucomicrobia
OTU2171	Elusimicrobia
OTU2172	Chloroflexi
OTU2173	Chloroflexi
OTU2174	Acidobacteria
OTU2175	Verrucomicrobia
OTU2176	Proteobacteria
OTU2177	Chloroflexi
OTU2178	TM7
OTU2179	Planctomycetes
OTU2180	TM7
OTU2181	Proteobacteria
OTU2182	Proteobacteria
OTU2183	WPS-2
OTU2184	Chloroflexi
OTU2185	Chloroflexi
OTU2186	Gemmatimonadetes
OTU2187	Actinobacteria
OTU2188	Acidobacteria
OTU2189	Acidobacteria
OTU2190	Chloroflexi
OTU2191	Actinobacteria
OTU2192	Chloroflexi
OTU2193	Cyanobacteria
OTU2194	AD3
OTU2195	Verrucomicrobia
OTU2196	AD3
OTU2197	Crenarchaeota
OTU2198	Planctomycetes
OTU2199	Proteobacteria
OTU2200	Planctomycetes
OTU2201	Proteobacteria
OTU2202	Crenarchaeota
OTU2203	Proteobacteria
OTU2204	Proteobacteria
OTU2205	Actinobacteria
OTU2206	Proteobacteria
OTU2207	Proteobacteria
OTU2208	Bacteroidetes
OTU2209	Actinobacteria
OTU2210	Acidobacteria
OTU2211	Chloroflexi
OTU2212	AD3
OTU2213	Chloroflexi
OTU2214	Planctomycetes
OTU2215	Proteobacteria
OTU2216	Elusimicrobia
OTU2217	Bacteroidetes
OTU2218	Chloroflexi
OTU2219	Actinobacteria
OTU2220	Actinobacteria
OTU2221	Chloroflexi
OTU2222	Bacteroidetes
OTU2223	Planctomycetes
OTU2224	Chloroflexi
OTU2225	Proteobacteria
OTU2226	Acidobacteria
OTU2227	Chloroflexi
OTU2228	Verrucomicrobia
OTU2229	Chloroflexi
OTU2230	Chloroflexi
OTU2231	Proteobacteria
OTU2232	Actinobacteria
OTU2233	Proteobacteria
OTU2234	Actinobacteria
OTU2235	Euryarchaeota
OTU2236	Armatimonadetes
OTU2237	Planctomycetes
OTU2238	Actinobacteria
OTU2239	Actinobacteria
OTU2240	Actinobacteria
OTU2241	Proteobacteria
OTU2242	Bacteroidetes
OTU2243	Verrucomicrobia
OTU2244	Gemmatimonadetes
OTU2245	Acidobacteria
OTU2246	Actinobacteria
OTU2247	Gemmatimonadetes
OTU2248	TM7
OTU2249	Planctomycetes
OTU2250	Planctomycetes
OTU2251	Planctomycetes
OTU2252	Armatimonadetes
OTU2253	Actinobacteria
OTU2254	Proteobacteria
OTU2255	Acidobacteria
OTU2256	Bacteroidetes
OTU2257	Proteobacteria
OTU2258	Proteobacteria
OTU2259	Planctomycetes
OTU2260	Gemmatimonadetes
OTU2261	Proteobacteria
OTU2262	Gemmatimonadetes
OTU2263	Euryarchaeota
OTU2264	Proteobacteria
OTU2265	Actinobacteria
OTU2266	Verrucomicrobia
OTU2267	Acidobacteria
OTU2268	Acidobacteria
OTU2269	Gemmatimonadetes
OTU2270	Proteobacteria
OTU2271	Bacteroidetes
OTU2272	Planctomycetes
OTU2273	Chloroflexi
OTU2274	Firmicutes
OTU2275	Gemmatimonadetes
OTU2276	Proteobacteria
OTU2277	Proteobacteria
OTU2278	Proteobacteria
OTU2279	Proteobacteria
OTU2280	Proteobacteria
OTU2281	Actinobacteria
OTU2282	Proteobacteria
OTU2283	Proteobacteria
OTU2284	Verrucomicrobia
OTU2285	Gemmatimonadetes
OTU2286	Proteobacteria
OTU2287	Planctomycetes
OTU2288	Gemmatimonadetes
OTU2289	Chloroflexi
OTU2290	Actinobacteria
OTU2291	Acidobacteria
OTU2292	Proteobacteria
OTU2293	Proteobacteria
OTU2294	Acidobacteria
OTU2295	Euryarchaeota
OTU2296	Acidobacteria
OTU2297	Nitrospirae
OTU2298	Actinobacteria
OTU2299	TM7
OTU2300	Crenarchaeota
OTU2301	Planctomycetes
OTU2302	Acidobacteria
OTU2303	Proteobacteria
OTU2304	Planctomycetes
OTU2305	Chloroflexi
OTU2306	Gemmatimonadetes
OTU2307	Actinobacteria
OTU2308	Verrucomicrobia
OTU2309	Acidobacteria
OTU2310	Proteobacteria
OTU2311	Firmicutes
OTU2312	Proteobacteria
OTU2313	Acidobacteria
OTU2314	Bacteroidetes
OTU2315	Proteobacteria
OTU2316	Proteobacteria
OTU2317	Proteobacteria
OTU2318	Acidobacteria
OTU2319	Chloroflexi
OTU2320	Planctomycetes
OTU2321	Proteobacteria
OTU2322	Gemmatimonadetes
OTU2323	TM7
OTU2324	Chloroflexi
OTU2325	Bacteroidetes
OTU2326	Bacteroidetes
OTU2327	AD3
OTU2328	Chloroflexi
OTU2329	TM7
OTU2330	Gemmatimonadetes
OTU2331	Proteobacteria
OTU2332	Gemmatimonadetes
OTU2333	
OTU2334	Proteobacteria
OTU2335	Planctomycetes
OTU2336	Proteobacteria
OTU2337	Acidobacteria
OTU2338	TM7
OTU2339	Proteobacteria
OTU2340	TM7
OTU2341	Chloroflexi
OTU2342	Proteobacteria
OTU2343	Chloroflexi
OTU2344	Acidobacteria
OTU2345	Proteobacteria
OTU2346	Planctomycetes
OTU2347	Actinobacteria
OTU2348	WPS-2
OTU2349	Proteobacteria
OTU2350	TM7
OTU2351	Gemmatimonadetes
OTU2352	Actinobacteria
OTU2353	Proteobacteria
OTU2354	Planctomycetes
OTU2355	Chloroflexi
OTU2356	Proteobacteria
OTU2357	Planctomycetes
OTU2358	Acidobacteria
OTU2359	Planctomycetes
OTU2360	Actinobacteria
OTU2361	Proteobacteria
OTU2362	Planctomycetes
OTU2363	Bacteroidetes
OTU2364	Proteobacteria
OTU2365	Gemmatimonadetes
OTU2366	Proteobacteria
OTU2367	Bacteroidetes
OTU2368	Gemmatimonadetes
OTU2369	Proteobacteria
OTU2370	Planctomycetes
OTU2371	Acidobacteria
OTU2372	Proteobacteria
OTU2373	Chloroflexi
OTU2374	Proteobacteria
OTU2375	Proteobacteria
OTU2376	Armatimonadetes
OTU2377	Chloroflexi
OTU2378	Proteobacteria
OTU2379	Proteobacteria
OTU2380	Actinobacteria
OTU2381	Planctomycetes
OTU2382	Actinobacteria
OTU2383	Actinobacteria
OTU2384	Chloroflexi
OTU2385	TM7
OTU2386	Chloroflexi
OTU2387	Acidobacteria
OTU2388	Proteobacteria
OTU2389	Planctomycetes
OTU2390	Proteobacteria
OTU2391	Actinobacteria
OTU2392	Proteobacteria
OTU2393	Bacteroidetes
OTU2394	Acidobacteria
OTU2395	Acidobacteria
OTU2396	Acidobacteria
OTU2397	Bacteroidetes
OTU2398	Acidobacteria
OTU2399	Actinobacteria
OTU2400	Chloroflexi
OTU2401	Chloroflexi
OTU2402	Planctomycetes
OTU2403	Verrucomicrobia
OTU2404	Chloroflexi
OTU2405	Chloroflexi
OTU2406	TM7
OTU2407	Actinobacteria
OTU2408	Gemmatimonadetes
OTU2409	Proteobacteria
OTU2410	Planctomycetes
OTU2411	Chloroflexi
OTU2412	Actinobacteria
OTU2413	Chloroflexi
OTU2414	Acidobacteria
OTU2415	TM7
OTU2416	Proteobacteria
OTU2417	Acidobacteria
OTU2418	Proteobacteria
OTU2419	Chloroflexi
OTU2420	Proteobacteria
OTU2421	Planctomycetes
OTU2422	Actinobacteria
OTU2423	Firmicutes
OTU2424	Proteobacteria
OTU2425	Actinobacteria
OTU2426	Acidobacteria
OTU2427	Actinobacteria
OTU2428	AD3
OTU2429	Proteobacteria
OTU2430	Proteobacteria
OTU2431	Verrucomicrobia
OTU2432	Planctomycetes
OTU2433	Proteobacteria
OTU2434	Proteobacteria
OTU2435	Acidobacteria
OTU2436	Chloroflexi
OTU2437	Gemmatimonadetes
OTU2438	Planctomycetes
OTU2439	Proteobacteria
OTU2440	Proteobacteria
OTU2441	Planctomycetes
OTU2442	Chloroflexi
OTU2443	Proteobacteria
OTU2444	Proteobacteria
OTU2445	Actinobacteria
OTU2446	Proteobacteria
OTU2447	Acidobacteria
OTU2448	Bacteroidetes
OTU2449	Gemmatimonadetes
OTU2450	Proteobacteria
OTU2451	Proteobacteria
OTU2452	Acidobacteria
OTU2453	TM7
OTU2454	Proteobacteria
OTU2455	Actinobacteria
OTU2456	Actinobacteria
OTU2457	Actinobacteria
OTU2458	Proteobacteria
OTU2459	Acidobacteria
OTU2460	Actinobacteria
OTU2461	Acidobacteria
OTU2462	Proteobacteria
OTU2463	TM7
OTU2464	Acidobacteria
OTU2465	Planctomycetes
OTU2466	Planctomycetes
OTU2467	Planctomycetes
OTU2468	Proteobacteria
OTU2469	Acidobacteria
OTU2470	Planctomycetes
OTU2471	Planctomycetes
OTU2472	OD1
OTU2473	Bacteroidetes
OTU2474	Chloroflexi
OTU2475	Acidobacteria
OTU2476	TM7
OTU2477	Firmicutes
OTU2478	
OTU2479	Chloroflexi
OTU2480	TM7
OTU2481	Proteobacteria
OTU2482	Verrucomicrobia
OTU2483	Verrucomicrobia
OTU2484	TM7
OTU2485	Verrucomicrobia
OTU2486	GAL15
OTU2487	Bacteroidetes
OTU2488	Actinobacteria
OTU2489	Acidobacteria
OTU2490	Gemmatimonadetes
OTU2491	TM7
OTU2492	Actinobacteria
OTU2493	Acidobacteria
OTU2494	Chloroflexi
OTU2495	Planctomycetes
OTU2496	TM7
OTU2497	Chloroflexi
OTU2498	Planctomycetes
OTU2499	Actinobacteria
OTU2500	Actinobacteria
OTU2501	Bacteroidetes
OTU2502	Actinobacteria
OTU2503	Bacteroidetes
OTU2504	Acidobacteria
OTU2505	Bacteroidetes
OTU2506	Acidobacteria
OTU2507	Actinobacteria
OTU2508	Proteobacteria
OTU2509	Bacteroidetes
OTU2510	Proteobacteria
OTU2511	Proteobacteria
OTU2512	Proteobacteria
OTU2513	Proteobacteria
OTU2514	WS3
OTU2515	Bacteroidetes
OTU2516	TM7
OTU2517	Chloroflexi
OTU2518	Bacteroidetes
OTU2519	TM7
OTU2520	Proteobacteria
OTU2521	Chloroflexi
OTU2522	Chloroflexi
OTU2523	Verrucomicrobia
OTU2524	Planctomycetes
OTU2525	Bacteroidetes
OTU2526	Firmicutes
OTU2527	Proteobacteria
OTU2528	Proteobacteria
OTU2529	Proteobacteria
OTU2530	Proteobacteria
OTU2531	Planctomycetes
OTU2532	Armatimonadetes
OTU2533	Planctomycetes
OTU2534	Proteobacteria
OTU2535	Chloroflexi
OTU2536	Actinobacteria
OTU2537	Acidobacteria
OTU2538	Proteobacteria
OTU2539	Actinobacteria
OTU2540	Verrucomicrobia
OTU2541	Proteobacteria
OTU2542	Proteobacteria
OTU2543	Planctomycetes
OTU2544	Planctomycetes
OTU2545	Verrucomicrobia
OTU2546	Firmicutes
OTU2547	Actinobacteria
OTU2548	Proteobacteria
OTU2549	Actinobacteria
OTU2550	Planctomycetes
OTU2551	Actinobacteria
OTU2552	Proteobacteria
OTU2553	Proteobacteria
OTU2554	Proteobacteria
OTU2555	Verrucomicrobia
OTU2556	Proteobacteria
OTU2557	Actinobacteria
OTU2558	Verrucomicrobia
OTU2559	Planctomycetes
OTU2560	Bacteroidetes
OTU2561	Proteobacteria
OTU2562	WS3
OTU2563	Actinobacteria
OTU2564	AD3
OTU2565	Planctomycetes
OTU2566	Chloroflexi
OTU2567	Proteobacteria
OTU2568	Acidobacteria
OTU2569	Planctomycetes
OTU2570	OP11
OTU2571	TM7
OTU2572	Chloroflexi
OTU2573	Acidobacteria
OTU2574	Proteobacteria
OTU2575	Actinobacteria
OTU2576	Acidobacteria
OTU2577	Actinobacteria
OTU2578	Chloroflexi
OTU2579	Proteobacteria
OTU2580	Chloroflexi
OTU2581	Proteobacteria
OTU2582	Proteobacteria
OTU2583	Proteobacteria
OTU2584	Verrucomicrobia
OTU2585	Actinobacteria
OTU2586	Chloroflexi
OTU2587	Proteobacteria
OTU2588	Bacteroidetes
OTU2589	Planctomycetes
OTU2590	Gemmatimonadetes
OTU2591	WPS-2
OTU2592	Actinobacteria
OTU2593	Chloroflexi
OTU2594	Chloroflexi
OTU2595	Chloroflexi
OTU2596	Chloroflexi
OTU2597	Armatimonadetes
OTU2598	Actinobacteria
OTU2599	Cyanobacteria
OTU2600	Proteobacteria
OTU2601	Proteobacteria
OTU2602	Proteobacteria
OTU2603	Planctomycetes
OTU2604	Acidobacteria
OTU2605	Bacteroidetes
OTU2606	Planctomycetes
OTU2607	Chloroflexi
OTU2608	TM7
OTU2609	WPS-2
OTU2610	Armatimonadetes
OTU2611	Chloroflexi
OTU2612	Chloroflexi
OTU2613	WPS-2
OTU2614	Bacteroidetes
OTU2615	Acidobacteria
OTU2616	Acidobacteria
OTU2617	Planctomycetes
OTU2618	Proteobacteria
OTU2619	Verrucomicrobia
OTU2620	Proteobacteria
OTU2621	Firmicutes
OTU2622	Planctomycetes
OTU2623	Verrucomicrobia
OTU2624	Planctomycetes
OTU2625	Proteobacteria
OTU2626	WS3
OTU2627	Proteobacteria
OTU2628	Armatimonadetes
OTU2629	Actinobacteria
OTU2630	Proteobacteria
OTU2631	Proteobacteria
OTU2632	Actinobacteria
OTU2633	Planctomycetes
OTU2634	Proteobacteria
OTU2635	Proteobacteria
OTU2636	Actinobacteria
OTU2637	Proteobacteria
OTU2638	Proteobacteria
OTU2639	Bacteroidetes
OTU2640	Actinobacteria
OTU2641	Chloroflexi
OTU2642	Proteobacteria
OTU2643	Chloroflexi
OTU2644	
OTU2645	Proteobacteria
OTU2646	Proteobacteria
OTU2647	Actinobacteria
OTU2648	Acidobacteria
OTU2649	Actinobacteria
OTU2650	Actinobacteria
OTU2651	Bacteroidetes
OTU2652	Proteobacteria
OTU2653	Acidobacteria
OTU2654	Planctomycetes
OTU2655	Verrucomicrobia
OTU2656	Acidobacteria
OTU2657	Planctomycetes
OTU2658	Proteobacteria
OTU2659	Acidobacteria
OTU2660	Firmicutes
OTU2661	Proteobacteria
OTU2662	Bacteroidetes
OTU2663	Chloroflexi
OTU2664	Actinobacteria
OTU2665	Armatimonadetes
OTU2666	Planctomycetes
OTU2667	Proteobacteria
OTU2668	TM7
OTU2669	Chloroflexi
OTU2670	TM7
OTU2671	Proteobacteria
OTU2672	Chloroflexi
OTU2673	Proteobacteria
OTU2674	Firmicutes
OTU2675	Chloroflexi
OTU2676	Cyanobacteria
OTU2677	Acidobacteria
OTU2678	Proteobacteria
OTU2679	Bacteroidetes
OTU2680	WPS-2
OTU2681	Chloroflexi
OTU2682	Actinobacteria
OTU2683	Proteobacteria
OTU2684	Firmicutes
OTU2685	TM7
OTU2686	Proteobacteria
OTU2687	Chloroflexi
OTU2688	Actinobacteria
OTU2689	Crenarchaeota
OTU2690	Planctomycetes
OTU2691	WPS-2
OTU2692	Proteobacteria
OTU2693	Planctomycetes
OTU2694	Proteobacteria
OTU2695	Chloroflexi
OTU2696	Proteobacteria
OTU2697	Armatimonadetes
OTU2698	Actinobacteria
OTU2699	Proteobacteria
OTU2700	Proteobacteria
OTU2701	Gemmatimonadetes
OTU2702	Proteobacteria
OTU2703	Bacteroidetes
OTU2704	Actinobacteria
OTU2705	Acidobacteria
OTU2706	Chloroflexi
OTU2707	Chloroflexi
OTU2708	Chloroflexi
OTU2709	Chloroflexi
OTU2710	Bacteroidetes
OTU2711	Actinobacteria
OTU2712	
OTU2713	Proteobacteria
OTU2714	Nitrospirae
OTU2715	Actinobacteria
OTU2716	Proteobacteria
OTU2717	Gemmatimonadetes
OTU2718	Chloroflexi
OTU2719	Proteobacteria
OTU2720	Chloroflexi
OTU2721	Bacteroidetes
OTU2722	Planctomycetes
OTU2723	Chloroflexi
OTU2724	Proteobacteria
OTU2725	Proteobacteria
OTU2726	Chlamydiae
OTU2727	Bacteroidetes
OTU2728	Actinobacteria
OTU2729	Proteobacteria
OTU2730	Actinobacteria
OTU2731	Chloroflexi
OTU2732	Proteobacteria
OTU2733	Planctomycetes
OTU2734	Chloroflexi
OTU2735	TM7
OTU2736	Proteobacteria
OTU2737	Chloroflexi
OTU2738	Planctomycetes
OTU2739	Proteobacteria
OTU2740	Actinobacteria
OTU2741	Actinobacteria
OTU2742	WS3
OTU2743	Actinobacteria
OTU2744	Proteobacteria
OTU2745	Planctomycetes
OTU2746	Actinobacteria
OTU2747	Elusimicrobia
OTU2748	Proteobacteria
OTU2749	Crenarchaeota
OTU2750	Bacteroidetes
OTU2751	Proteobacteria
OTU2752	Proteobacteria
OTU2753	Chloroflexi
OTU2754	Chloroflexi
OTU2755	Proteobacteria
OTU2756	Verrucomicrobia
OTU2757	Actinobacteria
OTU2758	AD3
OTU2759	Proteobacteria
OTU2760	Chloroflexi
OTU2761	Chloroflexi
OTU2762	Proteobacteria
OTU2763	Actinobacteria
OTU2764	Acidobacteria
OTU2765	Planctomycetes
OTU2766	Proteobacteria
OTU2767	Planctomycetes
OTU2768	Chloroflexi
OTU2769	TM7
OTU2770	Acidobacteria
OTU2771	Verrucomicrobia
OTU2772	Proteobacteria
OTU2773	Acidobacteria
OTU2774	Proteobacteria
OTU2775	Proteobacteria
OTU2776	Gemmatimonadetes
OTU2777	Acidobacteria
OTU2778	WS3
OTU2779	Chloroflexi
OTU2780	Proteobacteria
OTU2781	Planctomycetes
OTU2782	WS3
OTU2783	Planctomycetes
OTU2784	Proteobacteria
OTU2785	Bacteroidetes
OTU2786	Chloroflexi
OTU2787	Proteobacteria
OTU2788	Acidobacteria
OTU2789	Elusimicrobia
OTU2790	Planctomycetes
OTU2791	Proteobacteria
OTU2792	Gemmatimonadetes
OTU2793	Actinobacteria
OTU2794	Acidobacteria
OTU2795	Proteobacteria
OTU2796	Chloroflexi
OTU2797	Planctomycetes
OTU2798	Gemmatimonadetes
OTU2799	Chloroflexi
OTU2800	Actinobacteria
OTU2801	Chloroflexi
OTU2802	TM7
OTU2803	Chloroflexi
OTU2804	Chloroflexi
OTU2805	Chloroflexi
OTU2806	Proteobacteria
OTU2807	Armatimonadetes
OTU2808	Acidobacteria
OTU2809	Planctomycetes
OTU2810	Proteobacteria
OTU2811	Planctomycetes
OTU2812	Proteobacteria
OTU2813	WS3
OTU2814	Gemmatimonadetes
OTU2815	Proteobacteria
OTU2816	Planctomycetes
OTU2817	Gemmatimonadetes
OTU2818	Verrucomicrobia
OTU2819	Proteobacteria
OTU2820	Actinobacteria
OTU2821	Proteobacteria
OTU2822	Chloroflexi
OTU2823	Acidobacteria
OTU2824	Bacteroidetes
OTU2825	Bacteroidetes
OTU2826	Bacteroidetes
OTU2827	Proteobacteria
OTU2828	Actinobacteria
OTU2829	Gemmatimonadetes
OTU2830	Planctomycetes
OTU2831	Proteobacteria
OTU2832	Gemmatimonadetes
OTU2833	Acidobacteria
OTU2834	Chloroflexi
OTU2835	WS3
OTU2836	Proteobacteria
OTU2837	Chloroflexi
OTU2838	Proteobacteria
OTU2839	Proteobacteria
OTU2840	Bacteroidetes
OTU2841	Chloroflexi
OTU2842	Bacteroidetes
OTU2843	Proteobacteria
OTU2844	Planctomycetes
OTU2845	Proteobacteria
OTU2846	Actinobacteria
OTU2847	Actinobacteria
OTU2848	Actinobacteria
OTU2849	Elusimicrobia
OTU2850	Bacteroidetes
OTU2851	Actinobacteria
OTU2852	Gemmatimonadetes
OTU2853	Chloroflexi
OTU2854	Chloroflexi
OTU2855	Proteobacteria
OTU2856	Actinobacteria
OTU2857	Actinobacteria
OTU2858	Planctomycetes
OTU2859	Planctomycetes
OTU2860	Planctomycetes
OTU2861	Actinobacteria
OTU2862	Verrucomicrobia
OTU2863	Chloroflexi
OTU2864	Proteobacteria
OTU2865	Proteobacteria
OTU2866	Chloroflexi
OTU2867	Bacteroidetes
OTU2868	Proteobacteria
OTU2869	Gemmatimonadetes
OTU2870	Gemmatimonadetes
OTU2871	Acidobacteria
OTU2872	Chloroflexi
OTU2873	Planctomycetes
OTU2874	
OTU2875	TM7
OTU2876	Proteobacteria
OTU2877	Proteobacteria
OTU2878	Proteobacteria
OTU2879	Chloroflexi
OTU2880	Actinobacteria
OTU2881	Proteobacteria
OTU2882	Proteobacteria
OTU2883	Chloroflexi
OTU2884	Bacteroidetes
OTU2885	Bacteroidetes
OTU2886	Proteobacteria
OTU2887	Proteobacteria
OTU2888	TM7
OTU2889	Planctomycetes
OTU2890	WPS-2
OTU2891	Chloroflexi
OTU2892	Proteobacteria
OTU2893	Planctomycetes
OTU2894	Proteobacteria
OTU2895	Proteobacteria
OTU2896	Planctomycetes
OTU2897	Chloroflexi
OTU2898	Verrucomicrobia
OTU2899	Armatimonadetes
OTU2900	Acidobacteria
OTU2901	Proteobacteria
OTU2902	Acidobacteria
OTU2903	Chloroflexi
OTU2904	Proteobacteria
OTU2905	Chloroflexi
OTU2906	Acidobacteria
OTU2907	Planctomycetes
OTU2908	Chloroflexi
OTU2909	Acidobacteria
OTU2910	Planctomycetes
OTU2911	Planctomycetes
OTU2912	Acidobacteria
OTU2913	Acidobacteria
OTU2914	Actinobacteria
OTU2915	Bacteroidetes
OTU2916	Planctomycetes
OTU2917	Acidobacteria
OTU2918	Proteobacteria
OTU2919	Bacteroidetes
OTU2920	Gemmatimonadetes
OTU2921	Armatimonadetes
OTU2922	Chloroflexi
OTU2923	Chloroflexi
OTU2924	Planctomycetes
OTU2925	Planctomycetes
OTU2926	Proteobacteria
OTU2927	Chlamydiae
OTU2928	Proteobacteria
OTU2929	Proteobacteria
OTU2930	Proteobacteria
OTU2931	Proteobacteria
OTU2932	Chloroflexi
OTU2933	TM7
OTU2934	Actinobacteria
OTU2935	Bacteroidetes
OTU2936	Chloroflexi
OTU2937	Proteobacteria
OTU2938	Chloroflexi
OTU2939	Gemmatimonadetes
OTU2940	Bacteroidetes
OTU2941	Chloroflexi
OTU2942	Gemmatimonadetes
OTU2943	Chloroflexi
OTU2944	TM7
OTU2945	Proteobacteria
OTU2946	Actinobacteria
OTU2947	Acidobacteria
OTU2948	Chloroflexi
OTU2949	Chloroflexi
OTU2950	Chloroflexi
OTU2951	Proteobacteria
OTU2952	Chloroflexi
OTU2953	Cyanobacteria
OTU2954	Planctomycetes
OTU2955	Acidobacteria
OTU2956	FBP
OTU2957	Chloroflexi
OTU2958	TM7
OTU2959	Bacteroidetes
OTU2960	Verrucomicrobia
OTU2961	Acidobacteria
OTU2962	Proteobacteria
OTU2963	Proteobacteria
OTU2964	Proteobacteria
OTU2965	Firmicutes
OTU2966	Proteobacteria
OTU2967	Chloroflexi
OTU2968	Chloroflexi
OTU2969	Proteobacteria
OTU2970	Acidobacteria
OTU2971	Actinobacteria
OTU2972	Actinobacteria
OTU2973	Actinobacteria
OTU2974	Proteobacteria
OTU2975	Chloroflexi
OTU2976	AD3
OTU2977	Bacteroidetes
OTU2978	Proteobacteria
OTU2979	Crenarchaeota
OTU2980	WPS-2
OTU2981	Proteobacteria
OTU2982	Nitrospirae
OTU2983	Chloroflexi
OTU2984	Planctomycetes
OTU2985	Proteobacteria
OTU2986	Proteobacteria
OTU2987	Proteobacteria
OTU2988	Chloroflexi
OTU2989	Planctomycetes
OTU2990	Planctomycetes
OTU2991	Cyanobacteria
OTU2992	Actinobacteria
OTU2993	Planctomycetes
OTU2994	Chloroflexi
OTU2995	Proteobacteria
OTU2996	Planctomycetes
OTU2997	Verrucomicrobia
OTU2998	Chloroflexi
OTU2999	Actinobacteria
OTU3000	Proteobacteria
OTU3001	Planctomycetes
OTU3002	Chloroflexi
OTU3003	Verrucomicrobia
OTU3004	TM7
OTU3005	Gemmatimonadetes
OTU3006	Proteobacteria
OTU3007	Proteobacteria
OTU3008	Proteobacteria
OTU3009	Proteobacteria
OTU3010	Proteobacteria
OTU3011	Proteobacteria
OTU3012	TM7
OTU3013	Planctomycetes
OTU3014	Proteobacteria
OTU3015	Proteobacteria
OTU3016	Proteobacteria
OTU3017	Chloroflexi
OTU3018	Nitrospirae
OTU3019	Planctomycetes
OTU3020	Proteobacteria
OTU3021	Chloroflexi
OTU3022	Acidobacteria
OTU3023	Gemmatimonadetes
OTU3024	Planctomycetes
OTU3025	TM7
OTU3026	WS3
OTU3027	Bacteroidetes
OTU3028	Bacteroidetes
OTU3029	Chloroflexi
OTU3030	
OTU3031	Proteobacteria
OTU3032	Proteobacteria
OTU3033	Chloroflexi
OTU3034	TM7
OTU3035	Chloroflexi
OTU3036	Verrucomicrobia
OTU3037	Actinobacteria
OTU3038	Proteobacteria
OTU3039	Actinobacteria
OTU3040	Actinobacteria
OTU3041	TM7
OTU3042	Proteobacteria
OTU3043	Chlorobi
OTU3044	Proteobacteria
OTU3045	Chloroflexi
OTU3046	Verrucomicrobia
OTU3047	Gemmatimonadetes
OTU3048	Acidobacteria
OTU3049	TM7
OTU3050	Planctomycetes
OTU3051	Chloroflexi
OTU3052	Proteobacteria
OTU3053	Planctomycetes
OTU3054	Chloroflexi
OTU3055	Planctomycetes
OTU3056	Actinobacteria
OTU3057	Proteobacteria
OTU3058	Firmicutes
OTU3059	Bacteroidetes
OTU3060	Proteobacteria
OTU3061	Planctomycetes
OTU3062	Proteobacteria
OTU3063	Proteobacteria
OTU3064	Proteobacteria
