otu	phylum
OTU1065	Actinobacteria
OTU1066	Actinobacteria
OTU1067	Actinobacteria
OTU1068	Proteobacteria
OTU1069	Actinobacteria
OTU1070	Proteobacteria
OTU1071	Proteobacteria
OTU1072	Chloroflexi
OTU1073	Proteobacteria
OTU1074	Actinobacteria
OTU1075	Firmicutes
OTU1076	Acidobacteria
OTU1077	Bacteroidetes
OTU1078	Gemmatimonadetes
OTU1079	Proteobacteria
OTU1080	Proteobacteria
OTU1081	Actinobacteria
OTU1082	Gemmatimonadetes
OTU1083	Actinobacteria
OTU1084	Actinobacteria
OTU1085	Proteobacteria
OTU1086	Proteobacteria
OTU1087	Acidobacteria
OTU1088	Actinobacteria
OTU1089	Gemmatimonadetes
OTU1090	Proteobacteria
OTU1091	Proteobacteria
OTU1092	Acidobacteria
OTU1093	Actinobacteria
OTU1094	Bacteroidetes
OTU1095	Proteobacteria
OTU1096	Verrucomicrobia
OTU1097	Acidobacteria
OTU1098	Actinobacteria
OTU1099	Proteobacteria
OTU1100	Acidobacteria
OTU1101	Verrucomicrobia
OTU1102	Acidobacteria
OTU1103	Proteobacteria
OTU1104	Actinobacteria
OTU1105	Acidobacteria
OTU1106	Acidobacteria
OTU1107	Chloroflexi
OTU1108	Actinobacteria
OTU1109	Chloroflexi
OTU1110	Actinobacteria
OTU1111	Proteobacteria
OTU1112	Chloroflexi
OTU1113	Chloroflexi
OTU1114	Proteobacteria
OTU1115	Actinobacteria
OTU1116	Acidobacteria
OTU1117	Actinobacteria
OTU1118	Proteobacteria
OTU1119	Firmicutes
OTU1120	Acidobacteria
OTU1121	Actinobacteria
OTU1122	Chloroflexi
OTU1123	Actinobacteria
OTU1124	Proteobacteria
OTU1125	Proteobacteria
OTU1126	Acidobacteria
OTU1127	Planctomycetes
OTU1128	Proteobacteria
OTU1129	Acidobacteria
OTU1130	Chloroflexi
OTU1131	Chloroflexi
OTU1132	Chloroflexi
OTU1133	Proteobacteria
OTU1134	Acidobacteria
OTU1135	Bacteroidetes
OTU1136	Actinobacteria
OTU1137	Acidobacteria
OTU1138	Chloroflexi
OTU1139	Proteobacteria
OTU1140	Gemmatimonadetes
OTU1141	Proteobacteria
OTU1142	Proteobacteria
OTU1143	Actinobacteria
OTU1144	AD3
OTU1145	Planctomycetes
OTU1146	Bacteroidetes
OTU1147	Acidobacteria
OTU1148	Proteobacteria
OTU1149	Actinobacteria
OTU1150	Chloroflexi
OTU1151	Proteobacteria
OTU1152	Actinobacteria
OTU1153	Bacteroidetes
OTU1154	Gemmatimonadetes
OTU1155	Actinobacteria
OTU1156	Actinobacteria
OTU1157	Proteobacteria
OTU1158	Proteobacteria
OTU1159	Proteobacteria
OTU1160	Actinobacteria
OTU1161	Gemmatimonadetes
OTU1162	Proteobacteria
OTU1163	Proteobacteria
OTU1164	Acidobacteria
OTU1165	Proteobacteria
OTU1166	Proteobacteria
OTU1167	Proteobacteria
OTU1168	Actinobacteria
OTU1169	Acidobacteria
OTU1170	Proteobacteria
OTU1171	Verrucomicrobia
OTU1172	Verrucomicrobia
OTU1173	Firmicutes
OTU1174	Bacteroidetes
OTU1175	Proteobacteria
OTU1176	Actinobacteria
OTU1177	Proteobacteria
OTU1178	Acidobacteria
OTU1179	Proteobacteria
OTU1180	Actinobacteria
OTU1181	Actinobacteria
OTU1182	Actinobacteria
OTU1183	Actinobacteria
OTU1184	Proteobacteria
OTU1185	Actinobacteria
OTU1186	Proteobacteria
OTU1187	Actinobacteria
OTU1188	Acidobacteria
OTU1189	Acidobacteria
OTU1190	Actinobacteria
OTU1191	Verrucomicrobia
OTU1192	Proteobacteria
OTU1193	Actinobacteria
OTU1194	Proteobacteria
OTU1195	Actinobacteria
OTU1196	AD3
OTU1197	Acidobacteria
OTU1198	Actinobacteria
OTU1199	Actinobacteria
OTU1200	Actinobacteria
OTU1201	Acidobacteria
OTU1202	Chloroflexi
OTU1203	Actinobacteria
OTU1204	Chloroflexi
OTU1205	Actinobacteria
OTU1206	Armatimonadetes
OTU1207	Proteobacteria
OTU1208	Actinobacteria
OTU1209	Crenarchaeota
OTU1210	Chloroflexi
OTU1211	Chloroflexi
OTU1212	Actinobacteria
OTU1213	Gemmatimonadetes
OTU1214	Proteobacteria
OTU1215	Proteobacteria
OTU1216	Planctomycetes
OTU1217	Acidobacteria
OTU1218	Firmicutes
OTU1219	Chloroflexi
OTU1220	Proteobacteria
OTU1221	Proteobacteria
OTU1222	Proteobacteria
OTU1223	Verrucomicrobia
OTU1224	Proteobacteria
OTU1225	Actinobacteria
OTU1226	Proteobacteria
OTU1227	Proteobacteria
OTU1228	Chloroflexi
OTU1229	Bacteroidetes
OTU1230	Chloroflexi
OTU1231	Proteobacteria
OTU1232	Acidobacteria
OTU1233	Proteobacteria
OTU1234	Actinobacteria
OTU1235	Chloroflexi
OTU1236	Actinobacteria
OTU1237	Planctomycetes
OTU1238	Actinobacteria
OTU1239	Chloroflexi
OTU1240	Proteobacteria
OTU1241	Proteobacteria
OTU1242	Proteobacteria
OTU1243	Bacteroidetes
OTU1244	Chloroflexi
OTU1245	Actinobacteria
OTU1246	Chloroflexi
OTU1247	Acidobacteria
OTU1248	Proteobacteria
OTU1249	Proteobacteria
OTU1250	Bacteroidetes
OTU1251	Gemmatimonadetes
OTU1252	Proteobacteria
OTU1253	Armatimonadetes
OTU1254	Proteobacteria
OTU1255	Proteobacteria
OTU1256	Actinobacteria
OTU1257	
OTU1258	Verrucomicrobia
OTU1259	Planctomycetes
OTU1260	Firmicutes
OTU1261	Acidobacteria
OTU1262	Proteobacteria
OTU1263	Proteobacteria
OTU1264	Planctomycetes
OTU1265	Chloroflexi
OTU1266	Chloroflexi
OTU1267	Acidobacteria
OTU1268	Chloroflexi
OTU1269	Actinobacteria
OTU1270	Chloroflexi
OTU1271	Actinobacteria
OTU1272	Chloroflexi
OTU1273	Proteobacteria
OTU1274	Actinobacteria
OTU1275	Chloroflexi
OTU1276	Planctomycetes
OTU1277	Actinobacteria
OTU1278	Acidobacteria
OTU1279	Actinobacteria
OTU1280	Planctomycetes
OTU1281	Actinobacteria
OTU1282	Planctomycetes
OTU1283	Acidobacteria
OTU1284	Acidobacteria
OTU1285	Gemmatimonadetes
OTU1286	Chloroflexi
OTU1287	Acidobacteria
OTU1288	Proteobacteria
OTU1289	Proteobacteria
OTU1290	Nitrospirae
OTU1291	Proteobacteria
OTU1292	Proteobacteria
OTU1293	Proteobacteria
OTU1294	Actinobacteria
OTU1295	Proteobacteria
OTU1296	Proteobacteria
OTU1297	Actinobacteria
OTU1298	Actinobacteria
OTU1299	Chloroflexi
OTU1300	Gemmatimonadetes
OTU1301	Actinobacteria
OTU1302	Actinobacteria
OTU1303	Nitrospirae
OTU1304	Proteobacteria
OTU1305	Actinobacteria
OTU1306	Proteobacteria
OTU1307	Gemmatimonadetes
OTU1308	WPS-2
OTU1309	Proteobacteria
OTU1310	Proteobacteria
OTU1311	Planctomycetes
OTU1312	Chloroflexi
OTU1313	Planctomycetes
OTU1314	Proteobacteria
OTU1315	Proteobacteria
OTU1316	Actinobacteria
OTU1317	Actinobacteria
OTU1318	Chloroflexi
OTU1319	Proteobacteria
OTU1320	Proteobacteria
OTU1321	Proteobacteria
OTU1322	Actinobacteria
OTU1323	Bacteroidetes
OTU1324	Gemmatimonadetes
OTU1325	Chloroflexi
OTU1326	Actinobacteria
OTU1327	Planctomycetes
OTU1328	Gemmatimonadetes
OTU1329	Bacteroidetes
OTU1330	Chloroflexi
OTU1331	Actinobacteria
OTU1332	AD3
OTU1333	Proteobacteria
OTU1334	Cyanobacteria
OTU1335	Proteobacteria
OTU1336	Proteobacteria
OTU1337	Actinobacteria
OTU1338	Actinobacteria
OTU1339	Bacteroidetes
OTU1340	Proteobacteria
OTU1341	Acidobacteria
OTU1342	Proteobacteria
OTU1343	Proteobacteria
OTU1344	Actinobacteria
OTU1345	Chloroflexi
OTU1346	Proteobacteria
OTU1347	Proteobacteria
OTU1348	Chloroflexi
OTU1349	Acidobacteria
OTU1350	Bacteroidetes
OTU1351	Actinobacteria
OTU1352	Actinobacteria
OTU1353	Proteobacteria
OTU1354	Proteobacteria
OTU1355	Gemmatimonadetes
OTU1356	Crenarchaeota
OTU1357	Firmicutes
OTU1358	Proteobacteria
OTU1359	Actinobacteria
OTU1360	Actinobacteria
OTU1361	Proteobacteria
OTU1362	Actinobacteria
OTU1363	Bacteroidetes
OTU1364	Bacteroidetes
OTU1365	Proteobacteria
OTU1366	Proteobacteria
OTU1367	Proteobacteria
OTU1368	Proteobacteria
OTU1369	Actinobacteria
OTU1370	Actinobacteria
OTU1371	Planctomycetes
OTU1372	Actinobacteria
OTU1373	Bacteroidetes
OTU1374	Gemmatimonadetes
OTU1375	Chloroflexi
OTU1376	Proteobacteria
OTU1377	Actinobacteria
OTU1378	Proteobacteria
OTU1379	Planctomycetes
OTU1380	Proteobacteria
OTU1381	Chloroflexi
OTU1382	Proteobacteria
OTU1383	Proteobacteria
OTU1384	Gemmatimonadetes
OTU1385	Actinobacteria
OTU1386	Proteobacteria
OTU1387	Actinobacteria
OTU1388	Proteobacteria
OTU1389	Proteobacteria
OTU1390	Actinobacteria
OTU1391	Proteobacteria
OTU1392	Verrucomicrobia
OTU1393	Proteobacteria
OTU1394	Chloroflexi
OTU1395	Chloroflexi
OTU1396	Proteobacteria
OTU1397	Proteobacteria
OTU1398	Acidobacteria
OTU1399	Chloroflexi
OTU1400	Acidobacteria
OTU1401	Proteobacteria
OTU1402	Cyanobacteria
OTU1403	Gemmatimonadetes
OTU1404	Chloroflexi
OTU1405	Chloroflexi
OTU1406	Planctomycetes
OTU1407	Acidobacteria
OTU1408	AD3
OTU1409	Proteobacteria
OTU1410	Actinobacteria
OTU1411	Chloroflexi
OTU1412	Proteobacteria
OTU1413	Proteobacteria
OTU1414	Acidobacteria
OTU1415	Planctomycetes
OTU1416	OD1
OTU1417	Actinobacteria
OTU1418	TM7
OTU1419	Actinobacteria
OTU1420	Chloroflexi
OTU1421	Proteobacteria
OTU1422	Gemmatimonadetes
OTU1423	Chloroflexi
OTU1424	Proteobacteria
OTU1425	Actinobacteria
OTU1426	Acidobacteria
OTU1427	Proteobacteria
OTU1428	Actinobacteria
OTU1429	Proteobacteria
OTU1430	Firmicutes
OTU1431	Proteobacteria
OTU1432	Proteobacteria
OTU1433	Firmicutes
OTU1434	Proteobacteria
OTU1435	Firmicutes
OTU1436	Chloroflexi
OTU1437	Proteobacteria
OTU1438	Chloroflexi
OTU1439	Firmicutes
OTU1440	Chloroflexi
OTU1441	WPS-2
OTU1442	Actinobacteria
OTU1443	Acidobacteria
OTU1444	Gemmatimonadetes
OTU1445	Actinobacteria
OTU1446	Actinobacteria
OTU1447	Actinobacteria
OTU1448	Gemmatimonadetes
OTU1449	Actinobacteria
OTU1450	Gemmatimonadetes
OTU1451	Chloroflexi
OTU1452	Proteobacteria
OTU1453	Proteobacteria
OTU1454	Proteobacteria
OTU1455	Actinobacteria
OTU1456	Acidobacteria
OTU1457	Acidobacteria
OTU1458	Proteobacteria
OTU1459	Proteobacteria
OTU1460	Actinobacteria
OTU1461	Bacteroidetes
OTU1462	TM7
OTU1463	Actinobacteria
OTU1464	Gemmatimonadetes
OTU1465	Acidobacteria
OTU1466	Verrucomicrobia
OTU1467	Firmicutes
OTU1468	Proteobacteria
OTU1469	Actinobacteria
OTU1470	TM7
OTU1471	Chloroflexi
OTU1472	Bacteroidetes
OTU1473	Acidobacteria
OTU1474	Bacteroidetes
OTU1475	Proteobacteria
OTU1476	Chloroflexi
OTU1477	Chloroflexi
OTU1478	Actinobacteria
OTU1479	Proteobacteria
OTU1480	Acidobacteria
OTU1481	Proteobacteria
OTU1482	Actinobacteria
OTU1483	Planctomycetes
OTU1484	Actinobacteria
OTU1485	Acidobacteria
OTU1486	Proteobacteria
OTU1487	Acidobacteria
OTU1488	Actinobacteria
OTU1489	Proteobacteria
OTU1490	Acidobacteria
OTU1491	Proteobacteria
OTU1492	Actinobacteria
OTU1493	Proteobacteria
OTU1494	Proteobacteria
OTU1495	Acidobacteria
OTU1496	Actinobacteria
OTU1497	Chloroflexi
OTU1498	Bacteroidetes
OTU1499	Proteobacteria
OTU1500	Gemmatimonadetes
OTU1501	Actinobacteria
OTU1502	Proteobacteria
OTU1503	Actinobacteria
OTU1504	Proteobacteria
OTU1505	Gemmatimonadetes
OTU1506	Actinobacteria
OTU1507	Firmicutes
OTU1508	Acidobacteria
OTU1509	Proteobacteria
OTU1510	Proteobacteria
OTU1511	Actinobacteria
OTU1512	Acidobacteria
OTU1513	Proteobacteria
OTU1514	Proteobacteria
OTU1515	Chloroflexi
OTU1516	Acidobacteria
OTU1517	
OTU1518	Chloroflexi
OTU1519	Proteobacteria
OTU1520	Chloroflexi
OTU1521	Chloroflexi
OTU1522	Proteobacteria
OTU1523	Chloroflexi
OTU1524	Actinobacteria
OTU1525	Proteobacteria
OTU1526	Acidobacteria
OTU1527	Acidobacteria
OTU1528	Planctomycetes
OTU1529	Actinobacteria
OTU1530	Chloroflexi
OTU1531	Proteobacteria
OTU1532	Proteobacteria
OTU1533	Gemmatimonadetes
OTU1534	Nitrospirae
OTU1535	Planctomycetes
OTU1536	Proteobacteria
OTU1537	Proteobacteria
OTU1538	Proteobacteria
OTU1539	Chloroflexi
OTU1540	Chloroflexi
OTU1541	Gemmatimonadetes
OTU1542	Proteobacteria
OTU1543	Actinobacteria
OTU1544	Acidobacteria
OTU1545	Planctomycetes
OTU1546	Chloroflexi
OTU1547	Chloroflexi
OTU1548	Verrucomicrobia
OTU1549	Proteobacteria
OTU1550	Proteobacteria
OTU1551	Actinobacteria
OTU1552	Actinobacteria
OTU1553	Chloroflexi
OTU1554	Planctomycetes
OTU1555	Chloroflexi
OTU1556	Nitrospirae
OTU1557	Proteobacteria
OTU1558	Acidobacteria
OTU1559	Actinobacteria
OTU1560	Chloroflexi
OTU1561	Proteobacteria
OTU1562	Actinobacteria
OTU1563	Chloroflexi
OTU1564	OD1
OTU1565	Chloroflexi
OTU1566	Chloroflexi
OTU1567	WS3
OTU1568	Chloroflexi
OTU1569	Actinobacteria
OTU1570	Bacteroidetes
OTU1571	Actinobacteria
OTU1572	Proteobacteria
OTU1573	Planctomycetes
OTU1574	Proteobacteria
OTU1575	Chloroflexi
OTU1576	Chloroflexi
OTU1577	
OTU1578	Proteobacteria
OTU1579	Chloroflexi
OTU1580	TM7
OTU1581	Acidobacteria
OTU1582	Actinobacteria
OTU1583	Acidobacteria
OTU1584	Firmicutes
OTU1585	Bacteroidetes
OTU1586	Planctomycetes
OTU1587	Chloroflexi
OTU1588	Nitrospirae
OTU1589	Firmicutes
OTU1590	Chloroflexi
OTU1591	Proteobacteria
OTU1592	Proteobacteria
OTU1593	Proteobacteria
OTU1594	Chloroflexi
OTU1595	Acidobacteria
OTU1596	Proteobacteria
OTU1597	Planctomycetes
OTU1598	Actinobacteria
OTU1599	Proteobacteria
OTU1600	Proteobacteria
OTU1601	Chloroflexi
OTU1602	Proteobacteria
OTU1603	Actinobacteria
OTU1604	Actinobacteria
OTU1605	Actinobacteria
OTU1606	Chloroflexi
OTU1607	Proteobacteria
OTU1608	Chloroflexi
OTU1609	Proteobacteria
OTU1610	Firmicutes
OTU1611	Actinobacteria
OTU1612	Proteobacteria
OTU1613	Bacteroidetes
OTU1614	Chloroflexi
OTU1615	Actinobacteria
OTU1616	Actinobacteria
OTU1617	Chloroflexi
OTU1618	Firmicutes
OTU1619	Actinobacteria
OTU1620	Proteobacteria
OTU1621	Planctomycetes
OTU1622	Proteobacteria
OTU1623	Chloroflexi
OTU1624	Actinobacteria
OTU1625	Proteobacteria
OTU1626	TM7
OTU1627	Actinobacteria
OTU1628	Actinobacteria
OTU1629	Actinobacteria
OTU1630	TM7
OTU1631	Proteobacteria
OTU1632	Proteobacteria
OTU1633	Gemmatimonadetes
OTU1634	Acidobacteria
OTU1635	Gemmatimonadetes
OTU1636	Bacteroidetes
OTU1637	Chloroflexi
OTU1638	Bacteroidetes
OTU1639	Chloroflexi
OTU1640	AD3
OTU1641	Proteobacteria
OTU1642	Acidobacteria
OTU1643	Actinobacteria
OTU1644	Actinobacteria
OTU1645	Acidobacteria
OTU1646	Gemmatimonadetes
OTU1647	Proteobacteria
OTU1648	Proteobacteria
OTU1649	Chloroflexi
OTU1650	Proteobacteria
OTU1651	AD3
OTU1652	Verrucomicrobia
OTU1653	
OTU1654	Proteobacteria
OTU1655	Chloroflexi
OTU1656	Firmicutes
OTU1657	Chloroflexi
OTU1658	Planctomycetes
OTU1659	Acidobacteria
OTU1660	Gemmatimonadetes
OTU1661	Chloroflexi
OTU1662	Proteobacteria
OTU1663	Gemmatimonadetes
OTU1664	Acidobacteria
OTU1665	Actinobacteria
OTU1666	Firmicutes
OTU1667	Actinobacteria
OTU1668	Proteobacteria
OTU1669	Proteobacteria
OTU1670	Proteobacteria
OTU1671	Crenarchaeota
OTU1672	Proteobacteria
OTU1673	Proteobacteria
OTU1674	Proteobacteria
OTU1675	Chloroflexi
OTU1676	Gemmatimonadetes
OTU1677	Cyanobacteria
OTU1678	Actinobacteria
OTU1679	Proteobacteria
OTU1680	Actinobacteria
OTU1681	Acidobacteria
OTU1682	Proteobacteria
OTU1683	Bacteroidetes
OTU1684	Proteobacteria
OTU1685	Chloroflexi
OTU1686	Proteobacteria
OTU1687	Proteobacteria
OTU1688	Bacteroidetes
OTU1689	Bacteroidetes
OTU1690	Actinobacteria
OTU1691	Verrucomicrobia
OTU1692	TM7
OTU1693	TM7
OTU1694	Verrucomicrobia
OTU1695	Actinobacteria
OTU1696	WPS-2
OTU1697	Planctomycetes
OTU1698	TM7
OTU1699	Gemmatimonadetes
OTU1700	Proteobacteria
OTU1701	Gemmatimonadetes
OTU1702	Proteobacteria
OTU1703	Proteobacteria
OTU1704	Bacteroidetes
OTU1705	Proteobacteria
OTU1706	Chloroflexi
OTU1707	Chloroflexi
OTU1708	Actinobacteria
OTU1709	Acidobacteria
OTU1710	Chloroflexi
OTU1711	Gemmatimonadetes
OTU1712	Chloroflexi
OTU1713	Actinobacteria
OTU1714	Proteobacteria
OTU1715	Proteobacteria
OTU1716	Proteobacteria
OTU1717	Proteobacteria
OTU1718	Bacteroidetes
OTU1719	Acidobacteria
OTU1720	Acidobacteria
OTU1721	Proteobacteria
OTU1722	Actinobacteria
OTU1723	Bacteroidetes
OTU1724	Proteobacteria
OTU1725	Proteobacteria
OTU1726	Actinobacteria
OTU1727	Chloroflexi
OTU1728	Proteobacteria
OTU1729	Proteobacteria
OTU1730	Acidobacteria
OTU1731	Chloroflexi
OTU1732	Proteobacteria
OTU1733	Acidobacteria
OTU1734	Actinobacteria
OTU1735	Chloroflexi
OTU1736	Chloroflexi
OTU1737	Actinobacteria
OTU1738	Bacteroidetes
OTU1739	Actinobacteria
OTU1740	Acidobacteria
OTU1741	Verrucomicrobia
OTU1742	Chloroflexi
OTU1743	Actinobacteria
OTU1744	Actinobacteria
OTU1745	Verrucomicrobia
OTU1746	Proteobacteria
OTU1747	Verrucomicrobia
OTU1748	Proteobacteria
OTU1749	Actinobacteria
OTU1750	Firmicutes
OTU1751	Planctomycetes
OTU1752	Proteobacteria
OTU1753	Proteobacteria
OTU1754	Acidobacteria
OTU1755	AD3
OTU1756	Proteobacteria
OTU1757	Proteobacteria
OTU1758	Proteobacteria
OTU1759	Gemmatimonadetes
OTU1760	Chloroflexi
OTU1761	Proteobacteria
OTU1762	Chloroflexi
OTU1763	
OTU1764	Acidobacteria
OTU1765	Acidobacteria
OTU1766	Proteobacteria
OTU1767	Gemmatimonadetes
OTU1768	Gemmatimonadetes
OTU1769	Bacteroidetes
OTU1770	Proteobacteria
OTU1771	Bacteroidetes
OTU1772	Firmicutes
OTU1773	Actinobacteria
OTU1774	Actinobacteria
OTU1775	Acidobacteria
OTU1776	Chloroflexi
OTU1777	Actinobacteria
OTU1778	Chloroflexi
OTU1779	Chloroflexi
OTU1780	
OTU1781	Proteobacteria
OTU1782	Proteobacteria
OTU1783	Chloroflexi
OTU1784	Acidobacteria
OTU1785	Nitrospirae
OTU1786	Proteobacteria
OTU1787	Proteobacteria
OTU1788	WPS-2
OTU1789	Actinobacteria
OTU1790	Chloroflexi
OTU1791	Acidobacteria
OTU1792	Actinobacteria
OTU1793	Proteobacteria
OTU1794	Acidobacteria
OTU1795	Chloroflexi
OTU1796	Acidobacteria
OTU1797	Actinobacteria
OTU1798	Armatimonadetes
OTU1799	Proteobacteria
OTU1800	Proteobacteria
OTU1801	Acidobacteria
OTU1802	Chloroflexi
OTU1803	Proteobacteria
OTU1804	Actinobacteria
OTU1805	Bacteroidetes
OTU1806	Planctomycetes
OTU1807	Proteobacteria
OTU1808	Actinobacteria
OTU1809	Actinobacteria
OTU1810	Acidobacteria
OTU1811	Proteobacteria
OTU1812	Planctomycetes
OTU1813	Planctomycetes
OTU1814	Actinobacteria
OTU1815	Planctomycetes
OTU1816	Verrucomicrobia
OTU1817	Actinobacteria
OTU1818	Gemmatimonadetes
OTU1819	Planctomycetes
OTU1820	Acidobacteria
OTU1821	Chloroflexi
OTU1822	Chloroflexi
OTU1823	Proteobacteria
OTU1824	Acidobacteria
OTU1825	Proteobacteria
OTU1826	Chloroflexi
OTU1827	Armatimonadetes
OTU1828	Planctomycetes
OTU1829	Planctomycetes
OTU1830	Chloroflexi
OTU1831	Proteobacteria
OTU1832	Proteobacteria
OTU1833	Gemmatimonadetes
OTU1834	Proteobacteria
OTU1835	Actinobacteria
OTU1836	Acidobacteria
OTU1837	WPS-2
OTU1838	Actinobacteria
OTU1839	Chloroflexi
OTU1840	Chloroflexi
OTU1841	Bacteroidetes
OTU1842	Verrucomicrobia
OTU1843	TM7
OTU1844	Actinobacteria
OTU1845	Proteobacteria
OTU1846	Proteobacteria
OTU1847	Acidobacteria
OTU1848	Proteobacteria
OTU1849	Actinobacteria
OTU1850	Chloroflexi
OTU1851	Verrucomicrobia
OTU1852	Actinobacteria
OTU1853	TM7
OTU1854	Actinobacteria
OTU1855	Acidobacteria
OTU1856	Proteobacteria
OTU1857	Proteobacteria
OTU1858	Gemmatimonadetes
OTU1859	Acidobacteria
OTU1860	Actinobacteria
OTU1861	AD3
OTU1862	Chloroflexi
OTU1863	Actinobacteria
OTU1864	Proteobacteria
OTU1865	Proteobacteria
OTU1866	Actinobacteria
OTU1867	Chloroflexi
OTU1868	TM7
OTU1869	Chloroflexi
OTU1870	Planctomycetes
OTU1871	Acidobacteria
OTU1872	Acidobacteria
OTU1873	Proteobacteria
OTU1874	Chloroflexi
OTU1875	TM7
OTU1876	Acidobacteria
OTU1877	Proteobacteria
OTU1878	Proteobacteria
OTU1879	Planctomycetes
OTU1880	Planctomycetes
OTU1881	Acidobacteria
OTU1882	Bacteroidetes
OTU1883	Chloroflexi
OTU1884	Proteobacteria
OTU1885	Proteobacteria
OTU1886	Chloroflexi
OTU1887	GAL15
OTU1888	Actinobacteria
OTU1889	Planctomycetes
OTU1890	Chloroflexi
OTU1891	Proteobacteria
OTU1892	Proteobacteria
OTU1893	Bacteroidetes
OTU1894	Chloroflexi
OTU1895	Bacteroidetes
OTU1896	Acidobacteria
OTU1897	WPS-2
OTU1898	Actinobacteria
OTU1899	Actinobacteria
OTU1900	Proteobacteria
OTU1901	Bacteroidetes
OTU1902	Acidobacteria
OTU1903	Chloroflexi
OTU1904	Chloroflexi
OTU1905	Chloroflexi
OTU1906	Proteobacteria
OTU1907	Chloroflexi
OTU1908	AD3
OTU1909	Chloroflexi
OTU1910	Gemmatimonadetes
OTU1911	Bacteroidetes
OTU1912	Proteobacteria
OTU1913	Actinobacteria
OTU1914	Gemmatimonadetes
OTU1915	Firmicutes
OTU1916	Acidobacteria
OTU1917	Proteobacteria
OTU1918	Armatimonadetes
OTU1919	Actinobacteria
OTU1920	Proteobacteria
OTU1921	Firmicutes
OTU1922	Actinobacteria
OTU1923	Proteobacteria
OTU1924	Chloroflexi
OTU1925	Chloroflexi
OTU1926	Proteobacteria
OTU1927	Actinobacteria
OTU1928	Proteobacteria
OTU1929	Actinobacteria
OTU1930	Planctomycetes
OTU1931	Proteobacteria
OTU1932	Firmicutes
OTU1933	Actinobacteria
OTU1934	Proteobacteria
OTU1935	Proteobacteria
OTU1936	Chloroflexi
OTU1937	Bacteroidetes
OTU1938	Proteobacteria
OTU1939	Verrucomicrobia
OTU1940	Acidobacteria
OTU1941	Proteobacteria
OTU1942	Actinobacteria
OTU1943	Proteobacteria
OTU1944	Proteobacteria
OTU1945	Acidobacteria
OTU1946	Chloroflexi
OTU1947	Acidobacteria
OTU1948	Proteobacteria
OTU1949	Proteobacteria
OTU1950	Proteobacteria
OTU1951	Actinobacteria
OTU1952	Planctomycetes
OTU1953	TM7
OTU1954	Gemmatimonadetes
OTU1955	Firmicutes
OTU1956	Actinobacteria
OTU1957	Proteobacteria
OTU1958	Acidobacteria
OTU1959	Chloroflexi
OTU1960	Acidobacteria
OTU1961	Chloroflexi
OTU1962	Proteobacteria
OTU1963	Planctomycetes
OTU1964	Acidobacteria
OTU1965	Proteobacteria
OTU1966	Actinobacteria
OTU1967	Gemmatimonadetes
OTU1968	WPS-2
OTU1969	Proteobacteria
OTU1970	Actinobacteria
OTU1971	TM7
OTU1972	Chloroflexi
OTU1973	Proteobacteria
OTU1974	Actinobacteria
OTU1975	Actinobacteria
OTU1976	Crenarchaeota
OTU1977	Chloroflexi
OTU1978	Acidobacteria
OTU1979	Actinobacteria
OTU1980	Verrucomicrobia
OTU1981	Chloroflexi
OTU1982	Proteobacteria
OTU1983	Actinobacteria
OTU1984	Proteobacteria
OTU1985	Bacteroidetes
OTU1986	Chloroflexi
OTU1987	Proteobacteria
OTU1988	Actinobacteria
OTU1989	Actinobacteria
OTU1990	Planctomycetes
OTU1991	Proteobacteria
OTU1992	Verrucomicrobia
OTU1993	Actinobacteria
OTU1994	Actinobacteria
OTU1995	Actinobacteria
OTU1996	Planctomycetes
OTU1997	Actinobacteria
OTU1998	Acidobacteria
OTU1999	Proteobacteria
OTU2000	Proteobacteria
OTU2001	Actinobacteria
OTU2002	Gemmatimonadetes
OTU2003	Acidobacteria
OTU2004	Bacteroidetes
OTU2005	Actinobacteria
OTU2006	Actinobacteria
OTU2007	Actinobacteria
OTU2008	Chloroflexi
OTU2009	Actinobacteria
OTU2010	Acidobacteria
OTU2011	Proteobacteria
OTU2012	Armatimonadetes
OTU2013	Chloroflexi
OTU2014	Planctomycetes
OTU2015	Actinobacteria
OTU2016	Chloroflexi
OTU2017	Chloroflexi
OTU2018	Acidobacteria
OTU2019	Chloroflexi
OTU2020	Bacteroidetes
OTU2021	Gemmatimonadetes
OTU2022	Chloroflexi
OTU2023	Acidobacteria
OTU2024	Armatimonadetes
OTU2025	Proteobacteria
OTU2026	Actinobacteria
OTU2027	Proteobacteria
OTU2028	Proteobacteria
OTU2029	Acidobacteria
OTU2030	Actinobacteria
OTU2031	Chlorobi
OTU2032	Verrucomicrobia
OTU2033	Proteobacteria
OTU2034	Chloroflexi
OTU2035	Planctomycetes
OTU2036	Acidobacteria
OTU2037	Crenarchaeota
OTU2038	Verrucomicrobia
OTU2039	Actinobacteria
OTU2040	Gemmatimonadetes
OTU2041	Acidobacteria
OTU2042	Proteobacteria
OTU2043	Chloroflexi
OTU2044	Verrucomicrobia
OTU2045	Proteobacteria
OTU2046	Chloroflexi
OTU2047	Bacteroidetes
OTU2048	Proteobacteria
OTU2049	Proteobacteria
OTU2050	Proteobacteria
OTU2051	Bacteroidetes
OTU2052	Proteobacteria
OTU2053	TM7
OTU2054	Chloroflexi
OTU2055	Actinobacteria
OTU2056	Chloroflexi
OTU2057	Chloroflexi
OTU2058	Proteobacteria
OTU2059	Proteobacteria
